ROLL,RBC Bearings Incorporated - Common Stock,NASDAQ
52.37,53.10,53.28,52.37
53.36,52.81,54.07,52.62
52.48,52.02,52.89,52.02
52.52,51.79,52.52,51.75
52.16,51.21,52.16,51.15
51.43,51.84,51.94,51.17
51.84,51.95,52.53,51.55
52.71,53.48,53.55,52.59
53.50,53.90,53.91,53.10
53.87,54.07,54.34,53.71
54.77,54.97,55.07,54.09
55.01,54.63,55.27,54.33
54.78,55.42,56.09,54.55
55.45,55.35,55.98,55.04
55.41,55.92,57.16,55.41
56.01,55.12,56.16,54.88
55.32,55.12,55.83,54.72
55.34,55.51,55.69,55.00
55.80,55.23,56.21,55.10
55.40,55.91,56.10,55.01
55.91,56.00,56.79,55.25
55.82,55.98,56.98,55.66
55.95,55.10,56.23,54.47
55.40,54.71,55.75,54.51
54.80,55.56,55.62,54.63
55.17,54.88,55.17,54.47
54.97,54.36,55.22,54.26
54.68,54.73,55.01,54.30
54.98,54.86,55.50,54.27
55.31,55.78,56.11,55.20
55.47,56.03,56.20,55.06
55.85,55.80,56.19,55.71
56.00,56.76,57.05,54.86
57.19,58.95,59.43,56.96
59.36,58.20,59.36,58.10
58.04,57.30,58.04,56.73
57.31,58.20,58.42,56.97
58.40,58.26,58.49,56.79
58.32,58.05,58.71,57.88
57.59,57.45,57.88,57.02
57.23,57.55,57.83,57.17
57.67,57.80,57.98,56.21
57.92,58.29,59.09,56.94
58.00,58.32,58.86,57.77
58.53,59.36,60.19,58.47
59.64,60.02,60.31,59.16
60.18,61.72,61.98,59.88
61.20,60.54,61.98,60.10
60.50,60.42,60.77,60.13
60.50,60.93,61.06,60.33
60.71,59.73,60.84,59.42
60.39,60.41,60.69,59.06
60.35,60.84,60.96,60.02
61.06,60.52,61.33,60.33
61.02,60.10,61.25,59.22
60.35,60.20,61.03,59.67
60.45,61.31,61.43,60.45
61.11,61.43,62.23,60.68
61.57,61.09,62.03,60.92
61.37,61.40,61.84,60.76
62.03,62.08,62.74,61.78
62.00,63.47,63.63,62.00
63.58,64.31,64.67,62.51
64.31,64.13,64.87,63.52
64.07,65.12,65.54,63.63
64.93,65.53,67.32,64.40
65.42,65.97,66.34,64.98
65.86,65.57,66.55,64.99
65.86,65.87,66.46,65.56
65.62,65.18,65.91,64.63
64.55,65.89,66.07,64.52
65.68,65.68,66.30,64.43
65.24,64.53,65.54,64.21
64.63,63.88,64.63,63.00
63.70,64.94,65.30,63.70
64.67,63.21,64.83,63.15
62.33,62.49,62.74,61.17
62.83,63.34,63.88,62.47
64.05,64.87,65.05,63.88
64.57,65.71,66.31,64.20
65.62,65.77,65.88,64.70
65.45,65.20,65.55,64.88
65.69,64.90,66.11,64.88
64.82,65.79,66.10,64.01
66.46,67.52,67.60,66.24
67.37,67.92,68.71,67.09
68.13,68.03,68.86,67.48
67.85,68.55,68.84,67.54
68.86,69.40,69.65,68.53
69.69,68.96,69.75,68.31
68.94,69.23,69.48,68.21
69.56,69.74,70.33,69.18
69.92,69.01,70.48,68.96
69.24,68.79,69.69,68.49
68.58,66.88,69.09,66.45
67.04,67.98,68.03,66.63
67.56,67.78,68.08,66.51
68.27,67.86,68.57,66.80
67.18,67.02,67.39,64.97
67.05,67.37,69.09,66.79
67.32,67.26,67.88,66.34
67.13,66.77,67.26,65.91
66.31,67.06,67.19,66.31
66.87,66.51,67.17,65.84
66.41,66.58,66.86,65.87
66.87,67.86,67.98,66.40
68.04,66.56,68.24,66.01
66.94,66.08,67.46,65.78
66.18,67.65,68.10,66.18
67.88,67.83,68.31,66.46
68.15,67.60,68.80,67.50
67.86,68.86,69.19,67.40
69.11,69.10,69.79,68.14
69.57,68.39,69.70,68.16
68.41,66.80,69.10,66.14
66.58,66.76,67.86,66.29
66.67,66.46,67.29,65.98
66.48,67.14,67.51,65.77
67.72,68.23,68.74,67.19
68.29,68.59,68.87,67.83
68.57,66.91,68.78,66.58
67.13,65.67,67.26,64.94
65.61,66.27,66.68,65.01
66.58,66.50,67.09,65.80
66.51,66.71,67.40,66.19
66.88,66.56,66.92,65.69
66.59,67.41,67.69,65.28
67.34,66.78,67.76,66.30
67.08,68.54,68.87,65.24
68.98,68.43,69.51,67.90
68.28,69.52,70.07,67.81
69.95,70.24,71.06,69.50
70.55,70.59,70.95,70.24
70.77,70.75,71.00,70.29
70.87,70.75,71.25,70.58
70.68,69.63,70.91,69.55
69.45,69.36,69.89,68.59
69.49,68.35,69.92,68.33
68.74,69.46,69.87,68.11
69.56,69.46,69.87,68.78
69.41,69.68,69.87,68.94
69.85,68.82,70.21,68.42
68.60,67.42,68.97,66.96
67.50,68.36,68.62,67.05
68.73,69.55,69.56,68.53
69.64,69.35,69.82,69.01
69.39,68.92,69.98,68.24
69.58,69.59,69.87,68.64
69.58,69.36,69.71,69.04
69.19,68.11,69.19,68.02
67.68,66.87,67.74,66.13
66.94,66.32,67.48,65.56
66.24,66.43,66.66,65.53
65.75,64.96,66.69,64.86
65.72,65.94,66.98,64.81
64.89,64.84,65.90,63.59
64.81,62.38,64.89,61.74
62.45,63.26,63.88,61.37
63.17,62.44,63.25,62.14
61.35,61.11,61.69,57.12
61.26,61.31,61.65,59.97
61.41,61.10,61.50,59.81
61.22,61.63,62.81,60.83
64.05,62.87,65.27,62.29
62.51,63.79,64.03,62.14
63.79,62.98,64.33,62.79
63.36,63.65,63.99,63.17
63.65,62.38,63.65,61.99
62.50,62.66,62.90,62.35
62.98,63.06,63.60,62.54
63.39,64.30,65.10,63.21
64.36,64.51,64.84,63.84
64.78,64.82,66.00,64.40
64.95,64.84,66.13,64.42
65.05,64.25,65.50,63.90
63.67,63.48,64.53,62.63
64.35,64.60,65.94,63.51
64.68,65.68,65.70,64.11
65.75,66.71,67.00,65.30
67.25,67.13,68.07,66.18
67.03,66.64,67.17,66.03
66.81,65.11,66.81,64.32
64.59,65.22,65.34,64.26
65.66,64.86,65.66,64.46
64.80,64.50,65.29,64.22
64.87,65.83,66.12,64.87
66.04,66.10,66.44,65.49
66.25,65.39,66.25,65.16
65.21,65.54,65.99,65.14
66.01,65.98,67.25,65.29
66.19,65.19,66.66,64.34
65.59,64.54,66.26,64.43
65.20,63.32,65.20,63.22
63.43,63.53,63.81,62.04
63.49,62.97,64.98,62.80
63.52,63.70,64.02,62.97
63.55,63.56,64.34,63.18
63.90,65.09,65.17,63.14
64.94,65.02,65.16,64.26
65.67,63.95,65.82,63.35
63.74,62.72,64.52,62.29
62.98,62.25,63.36,61.99
62.42,62.95,63.04,62.00
62.50,61.77,62.50,61.21
61.53,61.38,62.31,61.01
62.15,61.68,62.50,61.31
61.71,62.10,62.27,60.51
62.47,61.83,62.47,61.50
61.67,62.48,62.71,61.52
62.41,62.50,62.89,61.61
62.50,62.83,63.02,62.16
62.49,62.05,62.57,61.79
62.64,62.99,63.71,61.39
62.62,61.96,62.83,61.33
62.38,62.43,62.92,61.20
62.46,61.83,63.22,61.60
61.83,62.26,62.50,60.90
61.97,61.60,62.48,60.88
62.03,62.23,62.94,61.61
62.00,61.97,62.33,61.13
61.94,61.05,61.99,61.04
61.07,61.35,61.43,60.00
61.26,60.18,61.89,60.10
59.91,60.77,60.79,59.20
60.79,61.95,62.15,60.59
62.01,60.50,62.01,60.47
60.57,58.58,60.57,58.36
58.33,58.30,58.54,56.68
58.11,59.07,59.09,57.80
59.15,60.13,60.32,59.15
59.80,59.65,60.71,58.81
59.77,60.78,61.02,59.56
60.74,60.46,61.40,60.36
60.65,60.93,61.13,60.15
61.70,62.50,62.72,60.75
62.57,59.47,63.40,57.38
59.40,59.46,59.51,58.53
59.18,59.97,60.06,59.05
60.15,60.17,60.40,59.30
59.97,59.67,60.26,59.39
59.59,61.10,61.26,59.28
61.39,62.34,62.89,61.04
62.77,63.50,63.95,62.16
63.24,64.15,64.44,63.24
63.87,63.94,64.27,63.51
63.66,63.36,63.98,63.34
63.26,62.13,63.26,61.80
62.09,62.23,62.33,61.32
62.03,62.47,62.53,61.99
62.28,62.51,63.00,61.77
62.48,62.59,62.83,62.17
62.83,62.95,63.08,62.31
63.38,63.25,63.73,62.56
63.48,64.08,64.59,63.06
63.88,63.53,64.87,63.28
63.01,64.01,64.38,63.01
64.18,63.38,64.18,63.07
62.85,64.25,64.59,62.85
64.30,64.05,64.45,63.39
64.19,64.15,65.61,63.72
63.96,64.07,64.64,63.59
64.10,65.25,65.25,63.59
64.81,63.90,65.36,63.78
63.69,63.88,64.52,63.14
64.17,63.77,64.61,63.31
62.80,62.40,63.05,62.23
62.17,62.35,62.65,61.03
62.92,62.38,62.92,62.05
62.27,61.40,62.59,61.16
61.62,61.55,62.02,61.02
60.96,60.32,61.73,60.09
60.04,60.94,61.18,59.49
60.52,60.82,60.99,60.16
61.00,61.14,61.47,60.78
61.20,61.41,61.53,60.73
61.22,60.39,61.65,60.09
59.91,59.66,60.54,59.42
59.63,59.47,59.80,58.67
58.77,56.73,58.98,56.51
57.07,56.98,57.20,56.19
56.28,55.48,57.36,55.40
55.66,55.75,56.29,55.10
55.82,56.33,56.41,55.21
56.19,56.36,57.27,55.77
55.80,56.09,56.71,55.74
53.52,56.11,56.88,50.00
55.93,57.85,58.06,54.64
58.10,58.30,59.16,57.34
57.95,58.31,58.58,57.95
58.65,58.44,58.97,58.22
58.27,58.40,58.65,58.21
59.06,59.28,60.20,58.53
60.05,60.58,60.94,59.88
60.59,61.14,61.58,60.59
60.70,60.69,61.49,60.33
60.77,60.60,60.96,59.62
60.37,60.71,61.27,60.17
61.14,61.19,61.56,60.66
61.23,61.37,61.65,61.10
61.38,61.72,61.88,61.22
61.23,61.32,62.05,60.85
61.24,61.82,61.98,60.89
62.18,62.23,62.70,61.57
61.90,62.16,62.51,61.64
62.21,62.30,62.80,61.99
62.02,62.24,62.84,61.65
62.01,62.18,62.39,61.57
62.09,61.64,62.10,61.26
61.47,61.55,61.96,61.04
61.04,61.79,62.01,60.89
61.98,61.19,61.98,60.81
61.14,60.52,61.14,60.40
60.38,60.18,60.51,59.68
60.10,60.01,60.79,59.57
60.14,60.48,60.61,59.89
60.59,59.78,60.59,58.58
59.27,59.69,60.20,59.27
59.42,60.06,60.27,59.15
60.15,60.19,60.50,59.71
60.28,58.51,60.28,58.22
58.61,58.00,58.62,57.97
57.41,57.85,58.18,57.41
57.78,56.70,57.85,56.68
56.72,55.14,56.85,55.03
54.96,55.54,55.92,54.65
56.00,55.26,56.02,55.15
55.32,55.15,55.66,54.84
54.61,54.27,54.84,54.08
54.07,55.54,55.65,53.59
55.58,53.99,55.58,53.91
53.67,53.79,54.75,53.67
53.92,53.94,55.00,53.14
54.26,53.64,55.05,53.58
52.91,53.69,53.95,51.96
52.76,53.97,54.83,52.50
54.77,53.90,54.98,53.66
53.52,53.90,53.96,52.97
54.00,55.41,55.45,53.40
55.58,54.92,56.06,54.28
55.45,55.94,56.36,55.05
55.95,56.12,56.27,55.28
55.61,55.97,56.10,55.14
56.29,58.33,58.53,56.01
58.43,58.19,58.96,57.76
58.23,60.89,61.14,58.23
62.27,60.75,63.39,60.52
60.73,59.32,60.73,59.22
59.18,59.45,59.90,59.18
59.83,61.26,61.42,59.32
60.94,61.57,61.67,60.25
61.27,62.00,62.07,60.57
62.13,63.01,63.04,62.00
63.04,62.60,63.30,62.30
62.39,63.25,64.09,62.07
63.41,62.24,64.07,62.20
62.38,62.51,63.13,62.26
62.56,62.98,63.29,62.30
63.14,62.63,63.95,62.45
62.42,62.59,63.04,61.43
62.11,62.82,62.97,62.00
63.63,63.58,64.52,62.98
63.67,64.36,64.39,63.45
64.40,64.74,64.83,64.03
64.82,64.63,64.97,64.30
64.44,63.58,64.44,63.29
63.50,63.33,63.71,62.78
63.31,64.51,64.63,63.31
64.36,65.24,65.88,63.96
64.98,65.67,66.36,64.98
65.56,65.33,66.37,64.95
64.98,64.85,65.99,64.62
64.16,66.52,66.68,63.66
66.05,64.93,66.55,64.32
65.20,65.39,65.77,64.81
64.62,64.57,65.02,64.02
64.99,63.72,65.16,63.69
63.69,61.47,64.18,61.42
61.40,62.80,62.92,60.11
62.73,63.36,63.52,62.04
63.21,63.41,63.50,62.49
63.59,63.50,63.59,62.80
63.73,64.20,65.15,63.31
64.40,64.22,64.66,63.86
64.51,65.13,65.46,64.03
65.07,65.12,65.72,64.87
65.09,64.93,65.15,64.56
65.00,64.53,65.22,64.47
64.73,64.13,64.95,63.15
63.52,63.10,63.90,62.85
63.14,62.29,63.66,61.71
62.61,62.73,62.73,61.43
63.00,63.13,63.42,62.79
62.99,62.98,63.32,62.53
63.14,62.70,63.27,62.16
63.18,62.95,64.39,62.21
62.17,62.89,63.23,62.05
62.93,62.12,63.53,61.92
61.85,62.10,62.46,61.01
62.01,61.28,62.89,60.62
60.95,61.84,61.96,60.65
62.40,63.38,63.61,61.73
63.22,62.15,63.22,61.77
62.00,62.11,62.53,61.52
61.56,61.11,61.76,60.62
61.62,59.88,61.98,59.73
59.85,59.58,60.35,59.11
59.02,58.04,59.52,57.90
58.35,61.26,61.50,58.33
60.37,61.27,61.95,60.25
60.78,59.27,61.16,59.06
59.56,60.81,61.23,59.54
60.61,60.80,61.86,60.52
60.81,60.86,62.01,60.37
61.38,61.49,61.87,60.14
61.37,61.33,61.96,60.80
61.74,62.17,62.81,61.48
62.11,61.78,62.44,61.02
61.76,61.46,62.02,60.73
61.23,61.15,61.50,60.71
60.83,61.26,61.57,60.57
61.38,60.83,61.76,60.34
60.82,60.83,61.07,60.00
60.99,61.09,61.49,60.82
60.87,61.25,61.69,60.87
61.29,61.80,62.01,61.13
61.91,62.05,62.49,61.72
62.17,63.07,63.24,61.73
62.71,62.81,63.07,62.33
62.44,62.10,62.80,61.57
61.99,62.58,62.82,61.67
62.02,62.09,62.36,61.70
62.27,63.26,63.41,62.27
62.95,61.63,62.96,61.54
61.52,61.56,62.18,60.78
62.15,63.18,63.35,61.34
63.30,62.92,63.30,62.07
63.18,63.34,63.83,62.88
63.04,63.26,63.63,62.68
63.30,64.07,64.93,63.02
63.68,63.64,63.97,63.01
64.13,64.45,64.68,63.14
64.21,63.91,64.73,63.86
63.77,64.07,64.34,63.62
64.06,62.75,64.29,62.68
62.49,62.38,63.12,62.10
66.00,75.58,75.98,66.00
74.69,75.53,75.84,73.50
75.47,76.54,77.66,75.13
76.69,76.85,76.91,75.59
76.95,76.41,77.81,75.77
75.92,77.29,77.51,75.05
77.04,76.16,77.04,75.82
75.90,76.23,76.33,74.87
76.09,75.92,76.38,75.21
76.43,76.49,76.71,75.64
76.27,76.96,77.28,76.27
76.82,76.89,77.60,76.71
77.04,77.24,77.86,76.64
77.18,76.59,77.54,76.30
75.99,75.43,76.54,75.15
75.74,76.05,76.97,75.47
76.20,75.22,76.75,74.85
75.08,75.54,76.29,74.39
75.27,75.93,76.57,75.21
76.07,75.35,76.07,74.96
75.34,75.15,76.68,74.87
75.32,76.01,76.42,75.08
75.52,75.32,76.19,74.74
74.81,72.99,75.68,72.39
73.14,72.59,73.36,72.00
72.53,72.36,73.59,72.21
72.28,71.59,72.61,71.05
71.65,72.52,72.65,71.25
72.52,72.33,73.00,71.89
72.94,72.08,72.94,71.68
71.87,72.27,72.91,71.72
72.10,72.48,72.68,70.96
72.88,72.49,72.96,71.93
72.69,73.44,73.64,72.53
73.31,72.76,73.31,72.37
72.72,73.94,73.95,72.44
73.69,73.27,74.47,72.43
73.57,73.15,73.78,72.68
72.94,72.66,73.37,72.32
72.48,72.35,73.24,71.94
71.85,71.20,72.03,70.68
71.30,71.00,73.39,70.32
70.94,71.07,73.00,69.40
71.17,70.08,71.83,69.65
70.73,70.72,71.52,69.53
70.30,70.57,71.43,70.11
70.40,71.13,71.26,70.13
70.65,70.17,71.06,69.57
70.11,71.62,71.89,69.69
71.54,71.76,72.22,71.20
71.54,71.57,71.94,71.31
72.01,72.61,73.09,71.90
72.44,72.57,73.10,71.57
72.33,72.40,72.99,71.99
72.09,71.82,72.81,71.49
71.60,72.36,72.43,71.38
72.78,72.76,73.42,72.37
73.00,73.70,74.60,72.64
73.82,73.22,74.56,72.81
73.68,73.33,74.18,73.00
73.33,73.20,73.59,72.32
72.73,72.63,73.29,72.22
72.75,71.89,72.75,71.36
71.92,72.49,73.24,71.72
72.00,71.38,72.28,71.17
71.86,71.76,72.36,71.32
72.18,72.83,72.93,71.78
72.91,72.44,73.32,71.45
71.86,72.40,73.25,71.57
72.68,72.21,72.68,71.33
71.77,71.46,71.83,70.81
72.10,71.54,73.13,71.18
71.62,72.46,72.73,71.55
72.75,73.21,73.94,72.15
73.05,72.12,73.30,71.42
71.76,71.63,72.38,71.23
72.21,71.82,72.40,71.34
72.11,71.56,72.11,71.40
71.52,70.59,71.52,70.38
70.32,68.88,70.52,68.69
68.67,67.89,68.76,67.50
68.20,67.49,68.64,67.39
67.19,66.06,67.27,65.56
65.82,66.13,66.53,65.53
66.42,65.40,66.42,65.04
65.12,66.72,66.98,65.12
66.27,66.69,67.29,65.87
67.05,67.75,67.87,66.14
67.82,67.36,68.47,66.80
67.30,65.53,67.30,65.48
65.50,65.13,66.24,64.87
68.92,68.88,69.21,65.62
68.00,69.30,69.55,67.87
69.69,70.18,70.70,69.50
69.33,67.66,70.47,67.45
67.30,66.94,68.71,66.30
66.79,67.25,67.72,66.64
67.05,67.47,67.73,66.86
67.16,67.16,67.62,66.51
66.97,66.56,67.36,66.49
66.33,65.92,66.46,65.28
65.60,64.59,65.78,64.56
63.64,64.16,64.32,63.36
63.19,62.38,64.16,60.04
64.03,60.39,64.03,60.31
61.64,61.57,62.49,60.11
61.76,61.72,61.99,60.54
61.32,62.05,62.32,59.46
61.73,61.86,62.40,61.32
60.71,60.06,61.17,60.00
60.46,60.09,60.46,59.32
60.15,59.23,60.56,59.16
58.47,58.46,59.33,57.59
59.49,59.60,59.75,58.94
59.96,60.27,60.71,59.46
60.22,60.17,60.85,59.81
59.63,60.41,60.68,58.76
60.43,58.32,60.43,58.28
58.37,59.28,59.44,58.37
59.47,60.04,60.65,59.47
59.90,59.77,61.03,59.62
58.80,57.83,59.35,57.52
58.21,59.28,59.46,57.85
58.65,58.59,59.26,58.15
58.82,58.01,59.31,57.86
57.63,58.38,58.66,57.46
58.88,58.50,58.91,58.32
59.32,58.93,59.96,58.18
59.09,59.14,59.70,58.98
59.48,59.73,60.17,58.57
59.82,58.76,60.08,57.86
57.85,59.46,59.52,57.33
59.87,61.19,61.49,59.22
61.12,61.52,61.77,60.43
61.77,62.89,63.00,60.94
62.62,65.61,65.70,62.34
65.93,65.37,66.16,65.02
65.35,65.07,66.15,64.60
64.74,63.75,65.44,63.66
63.83,62.41,64.23,62.39
62.59,64.02,64.14,61.89
63.90,63.25,64.06,62.32
62.90,63.02,63.23,62.36
63.13,63.10,64.72,62.74
63.47,63.15,64.05,62.89
63.40,65.71,66.01,63.40
66.33,66.83,67.23,65.92
66.68,66.38,67.10,65.89
66.26,65.59,66.38,65.10
65.57,68.39,68.43,65.57
67.98,68.80,69.10,67.98
68.95,68.39,70.49,67.85
68.67,69.80,70.24,68.19
69.43,69.48,71.01,69.10
69.39,69.20,69.47,68.26
69.28,70.25,71.08,69.04
69.15,71.78,72.18,68.87
71.59,70.59,72.20,70.19
70.56,70.54,71.32,69.51
70.65,70.15,70.71,69.38
69.52,68.71,70.02,68.52
68.14,67.57,68.91,67.33
67.49,68.27,68.27,67.05
68.48,67.59,69.04,67.20
67.79,68.65,68.73,66.84
68.78,68.11,69.13,66.90
68.55,68.82,69.58,66.77
68.56,68.78,69.36,68.38
68.36,69.54,69.75,68.05
69.57,69.84,70.48,69.31
69.86,69.88,70.36,69.35
69.97,70.62,70.92,69.70
70.71,70.30,71.42,69.29
70.00,69.54,71.20,69.14
69.91,69.67,70.22,69.16
69.20,70.45,70.84,69.20
70.37,70.48,71.08,69.88
70.07,69.52,70.88,69.30
69.33,67.34,70.21,67.16
67.18,66.83,67.79,66.60
65.97,65.54,66.17,65.18
65.70,66.09,66.72,64.96
66.37,65.20,66.82,64.88
65.38,66.11,66.21,64.88
66.17,65.13,67.18,64.90
64.73,63.97,65.13,63.83
64.27,64.10,66.63,63.27
64.32,64.32,64.86,63.30
64.61,65.97,66.18,62.67
66.01,66.49,66.86,66.01
66.27,67.02,67.41,65.51
67.32,67.04,67.83,65.68
66.91,66.05,67.63,65.94
66.10,64.59,66.10,64.47
63.51,62.13,63.51,62.00
62.28,62.37,62.91,61.97
61.40,61.78,62.48,61.29
60.77,60.66,61.01,60.22
60.81,59.64,60.94,59.38
59.99,60.56,60.58,59.50
60.96,61.46,61.53,60.34
61.56,59.78,61.83,59.37
60.10,59.45,60.26,59.15
58.06,58.12,58.69,57.18
58.79,56.82,58.79,56.19
56.12,57.09,57.68,54.38
57.11,56.30,57.61,55.95
56.89,57.10,59.35,55.25
56.74,55.28,58.01,54.98
55.59,57.01,57.42,55.28
56.70,56.28,57.28,55.32
56.70,56.07,57.16,55.76
56.16,59.33,59.41,56.16
58.68,57.25,59.57,57.00
56.70,55.64,57.10,55.10
57.09,58.25,62.97,56.51
57.79,59.97,60.94,57.64
59.57,59.04,61.41,58.73
58.04,59.93,60.56,56.83
58.91,59.17,61.02,58.74
59.52,58.79,60.11,58.70
57.75,59.59,60.23,57.75
60.14,60.15,60.78,59.21
60.92,61.25,61.66,59.95
61.61,62.04,62.71,61.61
61.95,61.80,63.12,61.12
61.54,61.98,62.39,61.30
62.48,62.14,63.00,61.00
61.70,61.61,62.22,61.40
61.25,62.46,62.83,60.94
62.91,63.24,63.90,62.17
63.47,64.33,64.55,63.27
64.33,63.70,64.94,63.51
64.08,64.62,65.40,63.50
64.36,64.72,64.79,63.98
64.77,65.71,65.72,64.30
65.71,66.73,67.81,65.07
66.58,67.90,68.44,66.58
67.44,67.49,68.34,67.15
67.61,67.38,67.86,66.73
67.53,67.34,68.05,66.75
67.84,68.87,69.02,66.83
68.66,69.00,70.42,68.62
68.53,68.86,69.96,68.05
68.75,70.02,70.41,67.98
69.99,72.09,72.27,69.97
72.57,72.33,74.84,72.07
72.55,73.01,73.83,72.12
72.85,73.08,74.50,72.40
73.00,71.85,73.35,71.67
71.61,72.19,72.53,70.87
72.56,72.29,72.75,71.47
71.97,74.41,74.46,71.88
74.64,73.63,74.89,73.58
73.57,73.26,74.21,72.62
72.83,73.65,73.69,72.19
73.56,72.38,73.90,72.38
71.78,72.21,73.24,68.41
72.40,72.00,73.12,68.69
71.63,70.87,72.56,70.76
71.41,72.32,72.87,71.26
72.56,72.58,73.57,72.46
72.57,72.39,73.28,72.21
72.73,74.51,74.53,72.61
74.85,74.38,74.85,73.70
73.97,74.55,74.89,72.88
74.15,74.72,75.48,74.11
75.05,74.52,75.97,74.35
74.69,75.08,75.83,73.75
74.93,74.87,75.93,74.23
74.80,76.11,76.72,74.47
75.75,74.69,75.90,74.48
75.17,75.17,75.88,74.68
75.36,75.18,76.96,71.27
75.04,73.93,75.56,73.69
73.92,73.30,74.14,72.16
73.80,73.58,74.76,72.91
73.08,72.46,73.25,72.18
72.17,71.98,73.78,70.81
72.13,71.51,72.20,70.88
71.44,72.59,72.73,70.19
72.50,71.76,72.50,70.94
72.15,73.32,73.37,72.00
73.00,72.40,73.47,72.06
72.53,72.62,73.11,71.88
72.22,71.93,72.96,71.57
72.41,73.22,73.76,71.80
73.36,71.76,73.65,71.11
71.48,72.47,73.37,71.21
72.01,71.74,73.04,70.48
72.08,72.26,72.57,71.64
72.36,72.27,72.83,71.55
72.79,74.02,74.62,72.61
74.49,74.20,74.77,73.66
72.93,74.98,79.75,72.93
75.28,74.92,77.09,74.40
75.04,74.90,75.49,74.77
74.59,75.67,76.04,73.80
75.57,75.99,76.23,75.27
76.08,75.31,76.17,74.84
75.16,75.40,76.59,74.61
75.64,75.47,75.97,75.12
75.33,75.87,76.27,75.33
75.46,75.50,75.81,75.10
74.83,74.03,75.04,73.68
73.63,72.98,74.37,72.78
71.97,73.34,73.43,71.97
73.47,72.88,74.00,72.76
72.39,73.17,73.34,71.58
73.29,72.52,73.44,72.46
73.00,73.74,74.51,73.00
73.62,72.43,73.91,72.18
72.44,71.93,73.00,71.81
72.69,73.96,74.28,72.35
70.73,71.52,72.63,70.47
70.87,69.29,70.87,69.11
70.00,69.39,71.72,69.16
70.09,70.58,70.78,69.26
70.78,72.50,72.76,70.03
72.32,72.80,73.36,72.12
72.62,71.56,72.62,71.50
71.05,71.44,72.04,70.57
71.57,71.19,71.71,70.77
71.96,72.94,73.26,71.44
72.82,74.75,75.19,72.70
75.57,76.12,76.62,74.79
76.71,76.25,76.98,75.24
76.89,76.01,78.66,75.95
76.65,77.00,77.09,75.36
76.74,76.45,77.21,76.23
76.11,76.20,76.78,75.76
76.39,76.69,77.07,75.66
76.37,75.29,76.72,74.44
75.33,75.02,75.86,73.78
74.98,74.42,75.28,74.21
74.33,77.17,78.50,73.62
77.26,77.17,78.32,75.76
76.34,76.87,77.17,76.08
76.52,76.03,76.61,75.78
76.13,75.91,76.18,75.24
75.98,75.63,76.56,75.57
75.83,75.27,75.83,74.82
75.82,78.28,83.40,75.82
79.15,78.03,87.82,77.85
77.98,77.63,81.67,77.44
76.73,77.16,77.94,75.12
77.28,77.18,77.60,76.12
77.23,77.57,77.87,76.62
77.56,77.01,77.74,76.58
77.11,78.15,78.20,77.11
77.94,77.48,78.61,77.35
77.62,77.37,77.70,77.03
77.19,77.50,77.71,76.90
77.21,77.29,78.00,76.89
77.29,77.29,77.65,76.80
77.36,78.98,79.14,77.08
78.80,78.75,79.10,78.29
78.62,79.04,79.13,78.14
79.04,78.38,79.27,78.00
78.29,78.63,79.39,78.29
78.45,79.42,80.09,78.22
79.09,79.09,79.94,78.74
79.49,78.99,80.00,78.33
79.47,79.75,79.83,78.95
79.49,78.50,79.67,78.39
78.66,79.35,79.42,77.51
78.99,78.62,78.99,78.36
78.29,75.78,78.29,75.78
75.69,76.47,76.59,75.24
75.64,74.30,76.30,74.11
74.52,73.87,74.52,73.71
74.04,74.63,74.84,73.14
74.72,74.33,75.61,73.18
74.60,74.78,75.45,74.51
75.00,74.51,75.12,74.31
74.90,75.66,75.73,74.51
76.28,77.05,77.33,75.61
77.09,76.16,77.96,75.99
75.97,75.57,76.69,75.42
75.58,75.79,76.25,75.32
76.14,76.68,76.99,75.62
76.80,75.89,77.22,75.86
76.37,76.48,77.17,75.10
76.24,75.98,76.80,75.65
76.21,76.65,76.84,75.88
77.05,77.51,77.96,76.62
77.15,77.86,78.05,76.31
77.77,76.26,78.16,75.58
76.62,75.77,77.08,75.70
75.60,74.08,75.60,73.68
74.27,74.51,75.18,74.13
73.67,73.32,74.01,73.19
71.63,71.29,73.54,71.28
71.39,70.48,71.47,69.85
70.95,71.39,71.95,70.47
71.67,71.78,72.32,70.64
71.55,71.05,72.46,71.01
70.45,71.10,71.41,70.09
71.71,71.59,72.57,69.59
71.44,70.65,71.76,70.53
70.46,70.34,74.09,70.11
70.66,69.44,71.28,69.29
69.56,70.11,70.85,68.17
70.11,71.35,71.47,69.10
71.50,69.59,71.50,69.12
69.35,68.24,73.54,67.99
74.75,70.15,74.75,69.65
70.23,70.32,73.00,69.50
71.49,71.03,73.22,70.41
70.77,71.13,72.31,70.03
70.64,73.77,74.18,70.64
74.95,78.48,79.64,73.78
78.88,82.38,84.62,78.88
83.67,81.99,83.94,81.58
82.41,82.21,83.00,81.20
82.37,81.17,83.47,79.78
81.73,80.56,82.19,80.56
80.59,80.12,81.55,79.88
80.22,82.00,82.05,80.22
82.24,83.55,84.38,81.67
83.52,85.83,85.91,82.60
85.72,85.58,86.40,84.38
85.59,83.75,86.01,83.59
84.05,83.36,85.42,83.13
84.02,84.76,87.78,82.91
85.14,84.30,87.10,83.64
84.48,83.35,84.78,82.83
84.22,84.56,85.06,84.09
