NVCN,Neovasc Inc. - Common Shares,NASDAQ
1.77,2.42,3.34,1.62
2.40,2.14,2.53,1.96
1.96,1.96,2.20,1.86
2.00,2.04,2.35,2.00
2.12,2.26,2.29,2.03
2.89,2.32,3.13,2.30
2.11,2.10,2.20,2.00
2.03,2.06,2.08,2.02
2.06,1.90,2.16,1.58
2.00,1.75,2.02,1.67
1.70,1.80,2.04,1.59
1.80,1.72,1.82,1.66
1.69,1.64,1.72,1.60
1.63,1.92,1.99,1.61
1.92,1.79,1.92,1.75
1.76,1.73,1.79,1.67
1.70,1.66,1.73,1.65
1.68,1.73,1.80,1.66
1.73,1.74,1.76,1.68
1.74,1.88,1.96,1.72
1.89,1.84,1.91,1.81
1.84,1.85,1.86,1.77
1.85,2.06,2.08,1.81
2.09,1.95,2.14,1.92
1.93,1.89,1.97,1.83
1.90,1.88,1.90,1.82
1.85,1.83,1.88,1.80
