HSNI,HSN,NASDAQ
52.15,52.32,52.96,51.75
52.80,52.73,52.95,52.01
53.28,52.88,53.60,52.84
53.20,53.92,54.34,52.96
53.85,53.72,54.26,53.60
54.05,54.21,54.44,53.97
54.29,54.00,55.07,53.67
53.66,54.97,55.36,53.30
56.07,55.76,56.07,54.59
56.04,56.53,56.60,55.77
56.80,57.43,57.65,56.46
57.46,57.71,57.94,56.94
58.00,58.30,58.66,57.76
58.18,57.87,58.58,57.52
57.90,57.95,58.33,57.65
57.84,57.71,58.25,57.34
57.85,58.62,58.67,57.14
58.73,58.97,59.32,57.88
58.96,58.28,58.98,57.89
58.04,57.91,58.24,57.46
58.72,60.72,60.81,58.68
61.14,59.51,61.53,59.13
59.58,60.04,60.08,59.40
59.52,60.19,60.22,58.96
60.19,60.44,60.99,59.96
60.85,59.67,60.89,59.23
60.03,60.06,61.12,59.45
61.00,63.74,65.00,58.14
64.34,63.00,64.62,62.84
63.10,63.27,63.83,62.66
62.92,61.77,62.92,61.56
61.64,60.99,61.81,60.07
61.36,61.21,61.62,60.68
60.93,60.48,61.13,60.16
59.93,60.64,60.70,59.71
60.50,60.63,60.71,59.76
60.44,59.68,60.63,59.44
59.01,57.56,59.01,57.54
57.26,57.24,58.33,57.18
57.29,56.73,58.28,56.67
56.95,57.62,57.72,56.51
57.20,56.34,57.60,56.06
56.64,56.73,57.44,55.34
56.83,56.56,58.44,55.87
56.57,56.71,57.31,55.96
56.22,55.13,56.36,54.82
54.84,54.96,55.62,54.84
54.88,55.25,55.79,54.53
54.95,53.86,55.02,53.76
54.55,54.04,54.88,53.06
53.47,53.57,53.84,52.79
54.64,55.00,55.23,53.80
55.41,54.94,55.92,54.35
55.03,55.95,55.99,54.78
56.17,56.20,56.60,55.69
56.20,56.32,56.60,55.95
56.39,56.30,56.61,55.76
56.54,55.59,56.54,55.47
56.25,54.76,56.25,54.59
54.60,54.40,54.80,54.16
54.46,54.70,55.08,54.21
54.73,54.80,55.22,54.48
54.85,54.67,55.17,54.58
54.72,54.50,55.24,54.31
54.48,54.56,54.95,54.01
54.74,54.44,54.81,54.00
54.64,54.79,55.12,54.42
54.39,54.44,54.63,54.27
53.87,53.62,54.39,53.34
53.65,53.85,54.08,53.42
53.53,53.59,53.80,53.18
53.52,52.78,53.52,52.72
52.72,52.35,53.05,52.30
51.89,51.38,52.21,51.32
51.26,50.46,51.35,50.03
50.55,51.01,51.21,50.55
51.41,52.02,52.43,51.41
52.07,53.30,53.33,51.97
53.01,53.39,53.86,52.94
53.10,52.30,53.35,51.79
52.60,52.63,53.29,52.24
52.15,53.21,53.26,52.04
53.73,53.01,53.73,52.69
52.91,53.02,53.25,52.62
53.31,53.13,53.53,52.18
52.90,53.31,53.76,52.45
53.25,54.83,54.99,52.91
55.00,53.99,55.51,53.84
54.09,53.48,54.09,53.20
53.51,53.67,53.90,53.20
53.66,53.20,54.25,53.11
53.32,52.40,53.57,52.37
52.36,52.02,52.44,51.59
53.96,53.97,54.05,52.01
53.33,53.85,55.51,53.33
54.30,53.97,54.30,51.60
54.45,55.26,57.93,54.00
55.25,56.65,57.11,55.25
56.67,56.32,57.37,56.06
56.02,56.59,57.05,56.02
56.33,57.24,57.79,56.17
57.31,57.72,57.96,57.00
57.65,57.72,58.00,57.03
58.00,57.63,58.00,57.12
57.60,57.50,58.14,57.06
57.73,57.49,58.00,57.03
57.72,57.64,57.90,57.30
57.73,58.07,58.47,57.55
58.34,57.83,58.88,57.58
57.83,57.44,57.83,57.28
57.61,58.12,58.25,57.36
58.43,57.40,58.55,57.27
57.08,57.00,58.60,56.86
57.03,57.88,57.94,56.88
57.41,58.14,58.34,57.08
58.02,58.29,58.68,57.80
58.90,59.85,59.94,58.62
59.89,59.51,60.03,59.34
59.27,59.89,60.08,59.20
60.06,59.75,60.10,59.42
59.87,60.04,60.18,59.42
60.32,60.64,60.99,59.79
61.10,60.28,61.12,60.21
60.09,60.03,60.12,59.07
60.03,61.44,61.69,59.70
61.18,61.50,61.79,61.02
61.64,62.50,63.23,61.64
62.63,62.61,63.37,62.09
62.66,62.62,63.28,62.36
62.97,62.46,63.25,61.66
62.73,62.56,62.84,62.34
62.44,62.84,63.15,62.08
62.99,62.30,63.54,61.94
62.33,61.38,62.59,60.62
61.43,62.05,62.20,60.96
62.05,61.13,62.46,61.11
61.26,61.82,62.17,60.75
61.66,60.36,61.72,60.10
60.42,60.52,60.65,59.56
60.35,60.61,60.83,60.01
60.25,59.04,60.98,58.73
59.08,59.23,59.76,58.92
59.47,58.71,59.47,58.37
58.42,57.97,59.00,57.55
57.89,57.23,58.08,57.09
57.44,57.31,57.57,56.87
57.16,58.06,58.24,57.16
57.65,57.72,58.04,57.26
57.28,56.89,57.31,56.55
57.00,56.53,57.43,56.32
56.50,56.66,56.98,56.31
56.28,55.11,56.36,55.08
55.66,55.49,56.16,55.27
54.65,54.77,55.35,54.03
54.66,53.46,55.23,53.00
53.95,55.10,55.13,53.47
54.84,55.00,55.60,54.45
55.01,55.12,55.86,54.87
55.10,54.95,55.31,54.71
55.03,54.48,55.03,54.14
54.66,54.85,54.98,54.59
54.95,54.86,55.30,54.80
54.49,55.38,55.41,54.49
55.31,56.14,56.43,54.81
55.99,56.58,56.97,55.89
56.23,56.27,57.36,55.92
57.25,57.76,57.99,56.02
58.20,57.17,58.20,57.15
57.11,57.09,57.95,56.76
57.18,57.15,57.83,56.85
57.45,57.43,58.19,57.07
57.05,57.35,57.39,56.71
57.52,57.35,58.03,57.06
56.48,56.86,57.20,56.26
57.58,57.75,58.49,57.58
57.79,57.46,58.07,57.10
57.46,57.86,58.04,57.08
58.10,57.89,58.47,57.44
58.59,59.99,60.00,58.04
60.07,60.52,61.08,59.81
59.99,60.02,60.37,59.62
60.05,60.21,60.70,60.05
60.08,60.82,61.23,60.08
61.17,61.17,61.73,61.09
61.26,61.57,61.77,61.23
61.07,60.75,61.36,60.43
60.51,60.79,61.29,60.27
60.85,60.65,61.89,60.58
60.84,60.37,61.20,60.26
60.67,59.64,60.67,59.43
59.85,59.42,60.39,59.26
59.38,58.64,59.58,58.45
58.57,59.03,59.72,58.51
59.33,59.73,60.28,59.15
59.72,60.12,60.95,59.53
60.17,60.07,60.75,59.95
60.13,60.28,60.62,59.89
60.82,59.18,61.40,59.08
58.99,58.28,59.68,57.99
58.49,58.35,59.26,57.80
58.47,59.47,59.57,58.12
59.43,58.13,59.43,58.11
57.47,56.84,57.52,56.67
57.29,56.39,57.60,56.14
56.67,56.74,57.14,55.71
57.30,58.43,58.63,57.30
58.43,58.61,58.80,58.06
58.63,58.27,58.94,58.00
58.40,58.44,58.97,58.17
58.40,57.90,58.72,57.86
58.51,58.61,58.73,57.57
58.27,56.89,58.27,56.88
57.00,57.53,57.75,56.48
57.74,57.11,57.82,56.95
56.94,58.04,58.23,56.76
57.65,54.38,57.65,54.12
54.23,55.11,57.35,54.02
54.61,54.68,55.11,54.00
54.54,53.61,54.86,53.59
53.60,54.40,56.36,52.93
54.31,54.72,56.08,54.27
54.41,55.46,55.51,54.07
55.82,55.89,56.76,55.69
55.94,55.34,55.99,55.09
55.05,54.35,55.39,54.27
54.18,54.25,54.48,53.33
54.05,54.64,54.83,54.05
54.44,55.15,55.27,54.30
55.10,53.74,55.27,53.71
53.88,53.98,54.16,53.14
54.23,54.60,54.80,53.92
54.52,55.20,55.30,54.33
55.71,55.67,55.71,54.92
55.56,55.16,55.64,55.10
55.46,55.33,55.75,55.12
55.46,55.62,55.79,55.17
55.31,55.51,55.79,55.27
55.00,55.48,55.77,54.75
55.20,56.03,56.09,55.20
56.24,57.01,57.13,55.66
57.35,57.86,57.96,56.81
58.02,58.76,58.79,57.98
58.76,58.32,58.86,58.19
58.09,57.14,58.17,57.05
56.92,56.49,56.99,56.25
56.58,56.13,56.58,55.85
56.20,56.12,56.42,55.67
56.18,56.16,57.27,56.11
56.13,56.43,56.52,55.96
56.60,56.96,57.33,55.99
57.30,57.10,57.40,56.84
58.19,58.63,59.06,57.77
58.70,58.29,59.21,58.16
57.94,58.30,58.64,57.92
58.39,58.18,58.42,57.63
57.74,58.75,58.86,57.74
58.85,59.24,59.29,58.37
59.46,59.92,60.42,59.06
59.72,59.22,60.54,59.00
59.41,59.95,60.00,59.22
59.72,59.07,59.85,59.01
59.01,58.22,59.02,58.14
58.25,57.62,58.50,57.42
56.56,56.62,57.43,56.56
56.44,56.05,56.99,56.00
56.71,56.58,56.74,56.07
56.65,55.99,57.00,55.78
56.34,56.01,57.15,55.75
55.66,55.49,56.29,55.30
55.42,56.22,56.58,55.27
55.92,55.87,56.14,55.43
56.07,55.98,56.26,55.87
55.94,55.90,56.22,55.51
56.00,56.64,57.02,55.96
56.12,56.07,56.52,55.97
55.96,56.29,56.61,55.96
56.45,56.25,56.97,56.18
56.66,56.59,56.81,56.15
56.09,55.89,56.70,55.83
56.05,55.84,56.38,55.42
56.13,56.56,56.67,55.86
56.32,55.91,56.79,55.81
55.55,55.90,56.11,55.33
54.73,58.28,58.76,54.40
58.08,58.40,58.53,57.67
58.73,58.75,59.70,58.46
58.59,58.86,59.11,58.24
58.92,59.40,59.56,58.27
59.55,60.10,60.32,59.20
60.64,59.42,60.82,59.07
60.14,60.95,61.00,59.85
61.15,60.96,62.32,60.45
60.75,60.90,61.06,60.20
60.78,60.47,60.78,59.83
60.28,60.22,60.48,59.84
60.56,60.51,60.74,59.98
60.48,61.16,61.18,60.33
61.10,60.99,61.24,60.85
60.71,60.86,61.39,60.31
60.63,60.59,61.01,60.31
60.84,61.05,61.48,60.13
61.13,60.75,61.51,60.46
60.90,61.28,61.57,60.76
61.06,61.05,61.54,60.80
60.83,60.62,61.12,60.11
60.43,60.17,60.64,59.84
60.07,60.06,60.42,59.65
59.80,60.18,60.42,59.73
60.20,59.44,60.20,59.16
59.53,59.26,59.53,58.71
59.07,59.43,59.94,59.07
59.41,59.59,59.70,58.98
59.83,59.58,60.09,59.18
59.67,60.04,60.61,59.67
59.83,59.51,59.98,59.21
59.39,59.02,59.77,58.88
59.78,61.28,62.18,59.78
60.91,61.04,61.28,60.79
61.04,61.18,61.50,60.61
60.54,61.20,61.27,60.54
61.09,61.37,61.70,60.74
61.45,61.24,61.75,61.03
61.08,61.59,61.75,60.84
62.25,62.50,62.78,61.82
62.58,62.63,62.94,61.82
62.23,61.25,62.40,61.16
61.11,62.24,62.26,61.00
62.21,61.23,62.41,60.72
61.55,61.35,62.65,61.12
61.23,60.58,61.46,60.34
61.02,61.36,61.73,60.13
60.42,60.96,61.27,59.67
60.10,60.63,61.28,60.10
61.46,61.36,61.57,60.33
61.04,63.69,64.20,60.80
64.10,65.90,65.93,63.88
65.75,64.74,66.31,64.63
65.45,65.69,66.16,65.37
65.84,65.39,65.84,64.98
65.05,66.00,66.03,64.69
66.73,68.56,68.66,66.48
68.26,67.01,68.94,66.53
65.92,65.52,66.32,64.37
67.08,66.07,67.08,65.94
65.96,65.29,66.38,65.28
66.06,67.27,68.03,65.27
67.95,70.93,71.14,67.95
71.22,69.86,71.27,69.46
69.66,69.70,70.01,69.20
69.56,69.67,69.88,69.18
69.67,69.56,69.74,69.02
69.41,70.55,70.76,69.41
70.81,70.79,71.21,70.36
70.88,71.05,71.45,70.44
71.02,70.52,71.11,70.30
70.73,70.29,71.23,70.23
70.12,70.09,71.23,69.36
69.77,71.16,71.46,69.77
72.02,71.65,72.72,71.40
72.02,72.37,72.54,71.37
72.50,72.70,73.32,72.36
72.94,72.64,73.29,72.55
73.01,72.93,73.93,72.77
72.70,71.78,72.84,71.38
71.89,72.39,72.89,71.14
72.19,72.52,73.04,72.18
72.60,71.84,72.60,71.62
71.74,71.45,72.25,71.09
71.11,71.34,71.56,70.86
70.56,73.08,73.21,70.03
72.85,72.62,73.53,72.43
73.03,73.38,74.20,72.86
72.55,74.66,75.40,72.55
74.82,74.62,76.23,74.01
74.65,74.04,75.70,73.66
74.61,75.80,75.88,73.89
76.58,76.51,77.62,75.71
76.53,75.22,76.53,74.15
75.04,75.38,75.65,74.54
75.65,75.72,76.25,75.08
75.99,76.09,76.92,75.44
76.44,75.99,76.65,75.78
75.92,76.87,77.18,75.43
76.67,76.72,77.47,76.05
76.92,76.00,77.82,75.92
76.70,74.95,76.70,74.63
74.90,74.12,74.92,73.89
74.47,73.77,75.05,73.37
74.47,75.64,75.72,73.49
76.36,76.70,77.26,75.49
76.53,75.55,76.67,75.45
75.52,76.16,76.33,74.58
77.35,77.29,79.31,76.54
76.51,76.25,76.92,75.54
76.25,74.04,77.30,73.58
73.78,73.88,74.14,72.64
73.89,72.86,75.49,72.80
72.70,72.44,73.20,72.09
72.92,74.39,74.86,72.59
74.44,74.72,75.27,74.40
74.70,75.82,76.26,74.38
74.92,74.94,75.65,73.99
78.88,75.00,79.80,74.61
75.48,78.37,79.68,73.17
77.93,77.44,78.62,76.08
78.00,78.29,78.63,76.09
78.40,77.60,78.75,77.52
77.34,77.96,78.13,76.46
67.81,65.13,67.86,64.75
65.09,65.25,66.31,64.54
64.74,65.01,65.48,64.40
64.13,65.24,66.19,64.13
65.33,65.24,65.79,64.85
65.42,65.80,66.25,65.02
65.99,67.32,67.40,65.62
67.48,67.58,68.18,66.76
67.33,67.43,67.77,67.00
67.94,68.04,68.24,67.51
68.20,68.11,68.34,67.76
67.83,68.16,68.27,67.57
67.96,68.19,68.50,67.68
68.38,67.59,68.38,67.34
71.31,64.94,71.31,64.42
65.01,67.57,67.86,64.72
67.55,68.48,68.58,67.55
68.25,68.32,68.47,66.98
68.25,68.85,69.02,67.69
69.15,67.53,69.15,67.43
67.01,66.12,67.32,65.96
66.08,66.18,66.84,65.62
65.49,65.37,66.13,65.27
65.50,65.95,66.37,65.23
66.35,67.96,68.11,65.87
68.10,66.84,68.17,66.77
67.23,67.35,67.74,66.88
66.95,68.07,68.33,66.95
67.81,67.85,68.12,66.69
67.88,68.30,68.45,67.51
68.95,68.74,68.97,67.75
68.54,68.55,69.40,68.50
68.62,68.51,69.42,68.03
68.36,67.52,68.57,67.40
67.44,66.79,67.44,66.24
66.93,67.53,67.54,66.34
67.65,68.82,69.25,67.27
68.44,68.23,68.83,67.43
68.07,67.44,68.28,66.78
67.23,67.37,68.25,66.95
66.92,67.11,67.83,66.33
67.17,66.43,67.24,66.35
66.50,66.63,66.98,65.96
66.50,66.40,66.75,66.00
66.64,66.80,67.19,66.26
66.64,65.95,66.85,65.90
66.15,65.20,66.27,64.99
65.60,64.87,65.83,64.15
64.85,65.05,65.60,64.41
64.60,64.21,64.85,63.79
64.47,65.18,65.26,64.47
65.55,65.22,65.70,65.09
65.13,65.20,65.42,64.90
65.09,65.44,65.76,65.09
65.66,65.31,65.66,65.18
65.28,64.91,65.36,64.61
64.79,64.65,65.05,63.95
64.75,63.87,64.75,63.43
63.41,62.42,63.48,62.14
62.51,62.83,63.45,62.27
62.72,63.01,63.61,62.45
62.80,61.87,63.84,61.74
66.93,64.23,66.93,62.86
64.62,66.19,66.50,64.09
66.97,67.44,67.87,66.50
67.50,67.38,67.79,67.34
67.27,67.47,68.06,66.92
67.50,67.41,67.72,67.15
67.50,67.59,67.93,67.33
67.66,67.69,67.97,67.38
67.73,68.08,68.72,67.39
68.64,68.95,69.53,68.01
69.00,69.14,69.79,69.00
69.13,68.65,69.46,68.44
68.40,67.81,68.97,67.70
67.87,67.13,67.97,66.96
67.32,67.81,68.14,66.95
67.51,67.88,67.91,67.42
67.62,67.11,67.70,66.87
67.18,67.43,67.97,66.49
67.11,67.82,68.26,66.82
69.36,69.41,71.21,69.19
68.99,69.14,69.82,68.99
69.23,69.32,69.56,68.47
69.42,69.03,69.60,68.88
68.88,68.22,69.30,68.07
68.69,69.20,69.46,68.31
69.04,69.06,69.83,68.76
68.95,68.75,69.24,68.54
68.08,68.22,68.39,67.23
67.84,68.56,68.71,67.84
68.80,68.77,68.89,68.05
68.78,70.46,70.69,68.78
70.64,69.86,70.65,69.48
70.02,70.26,70.26,69.24
70.75,70.90,70.95,70.28
70.86,70.01,70.99,69.95
70.15,69.95,70.63,69.55
70.19,71.24,71.46,69.35
70.57,69.42,71.39,69.28
70.06,70.19,70.50,69.52
70.72,70.41,70.88,69.72
70.20,70.19,70.85,70.04
69.56,70.55,70.79,69.56
70.54,70.66,70.75,69.42
70.18,70.28,71.17,69.92
71.10,70.98,71.44,69.97
71.57,71.94,72.05,70.80
72.63,72.80,73.10,71.87
72.95,73.44,73.75,72.72
73.85,71.90,73.85,71.57
72.25,73.15,73.34,71.96
73.11,72.35,73.70,72.21
72.33,72.54,73.22,72.28
72.72,72.06,73.01,71.90
71.56,72.72,72.72,71.56
72.72,71.89,73.02,71.52
71.70,71.13,72.03,71.02
70.91,70.89,71.33,70.31
71.27,71.89,72.14,70.33
71.70,72.20,72.58,71.35
71.87,73.32,73.46,71.87
73.71,73.51,73.95,73.24
73.46,73.05,74.13,72.52
73.20,73.53,74.25,73.12
74.10,74.57,75.43,73.55
70.84,66.67,71.44,66.43
66.05,64.45,66.73,63.42
64.92,64.76,65.81,64.11
64.38,63.49,64.45,63.19
62.86,62.98,63.34,62.39
62.86,62.63,63.42,62.52
62.47,63.40,63.76,62.12
63.00,63.68,63.71,62.41
63.71,63.19,64.00,63.16
62.74,63.03,63.71,62.07
62.49,61.57,62.55,61.52
60.60,60.93,61.90,60.34
58.32,57.71,60.03,57.64
59.64,60.20,61.18,58.51
61.71,61.15,61.99,59.70
61.66,62.22,62.87,61.01
62.10,62.38,62.82,61.74
61.64,60.81,61.85,60.25
59.59,59.51,60.46,59.16
60.18,59.98,60.74,59.50
60.41,59.93,60.54,59.81
59.11,58.95,60.02,58.79
59.96,59.82,60.37,58.72
60.45,59.44,60.49,59.23
59.44,58.68,59.60,58.40
58.26,58.87,58.90,57.83
58.86,57.85,58.86,57.80
57.69,58.10,58.41,57.37
58.08,59.12,59.20,57.62
58.97,58.99,59.53,58.57
58.29,57.60,59.17,57.30
58.04,58.07,59.03,57.57
57.37,58.06,58.16,57.37
58.18,58.21,58.50,57.53
57.89,60.21,60.31,57.89
60.73,59.50,61.02,59.37
59.27,58.09,59.79,57.78
58.06,58.09,58.45,57.62
58.51,57.24,60.36,57.17
57.55,56.66,57.84,56.55
55.86,57.44,57.52,55.26
57.88,58.57,58.90,57.50
58.57,58.01,58.78,57.37
58.39,57.82,58.55,57.39
57.68,59.14,59.18,57.55
59.48,59.34,59.48,58.65
59.34,59.61,59.79,59.09
59.16,59.09,59.66,58.64
59.19,58.15,59.23,58.03
58.29,59.16,59.17,57.46
59.07,59.54,59.68,58.53
59.43,60.77,60.94,59.10
60.82,60.09,60.82,59.80
60.30,59.79,60.32,59.58
60.21,60.24,60.51,59.50
60.78,60.09,60.84,59.09
59.99,61.51,62.14,59.95
61.34,60.88,61.34,60.56
60.92,62.99,63.18,60.92
63.00,61.64,63.44,59.76
61.64,61.85,62.14,59.00
61.79,61.63,62.30,60.94
61.62,62.90,63.32,61.62
52.38,54.71,55.52,51.60
54.11,55.24,55.73,51.71
55.08,54.16,55.17,53.80
54.16,52.65,54.38,52.65
52.65,53.95,54.14,52.15
54.08,53.26,54.28,53.23
53.07,52.66,53.07,52.28
52.29,50.97,52.29,50.96
50.89,51.27,51.70,50.88
51.53,49.91,52.00,49.84
50.00,49.82,50.37,49.43
49.57,49.90,50.35,49.53
50.23,50.15,50.66,49.84
50.23,50.60,50.70,50.04
50.15,50.20,50.70,49.74
50.36,50.65,51.03,50.32
50.84,50.96,51.38,50.32
50.74,49.90,50.90,49.71
50.28,49.83,50.58,49.48
49.88,50.46,50.62,49.51
50.79,50.17,50.94,49.86
50.18,51.02,51.08,50.13
50.91,51.00,51.33,50.42
50.70,51.13,51.74,50.27
51.15,50.98,51.74,50.56
50.91,51.07,51.46,50.65
50.29,50.31,50.49,49.94
50.40,50.12,50.53,49.58
50.37,50.81,51.29,50.20
51.11,51.69,51.79,50.84
51.96,50.50,52.14,50.50
50.25,49.75,50.65,49.68
50.04,50.52,50.98,49.90
50.69,51.25,51.39,50.10
51.43,51.92,52.33,51.15
51.65,51.01,52.33,50.56
50.71,51.13,51.24,50.37
51.44,51.50,52.12,50.87
51.25,51.04,51.56,50.83
50.89,50.67,51.30,50.25
50.19,50.31,50.97,49.77
50.46,51.46,51.80,50.15
50.76,51.29,51.80,50.57
50.30,50.36,51.33,50.17
50.45,48.03,51.26,47.88
48.13,48.35,49.01,47.72
48.70,48.91,49.60,48.49
49.00,47.54,49.13,47.38
47.70,46.99,48.00,46.92
45.95,47.50,48.96,45.95
47.95,47.51,48.73,47.01
46.86,47.64,48.14,45.00
47.77,48.00,48.76,47.25
48.51,48.29,48.79,47.91
48.21,47.69,48.51,47.54
47.81,49.22,49.27,46.28
49.21,46.25,49.39,46.21
46.77,46.18,46.77,45.88
46.20,47.06,47.15,46.20
46.82,47.45,47.60,46.52
46.96,46.46,47.15,46.23
46.86,46.05,46.86,45.20
45.84,45.38,46.77,45.09
45.05,43.56,45.05,43.37
43.05,42.22,43.20,41.40
41.91,42.06,42.49,40.93
42.40,42.45,43.17,41.81
41.84,42.61,42.65,40.83
42.85,43.75,46.11,42.44
44.18,44.86,45.08,44.01
44.99,45.64,46.20,44.99
45.92,45.84,47.50,45.47
45.75,46.26,46.73,45.45
46.50,46.34,46.87,45.95
46.47,48.38,48.57,46.27
48.00,52.01,52.93,46.00
52.38,53.14,54.37,51.63
53.74,53.43,54.06,53.03
53.58,53.09,54.18,52.99
53.62,54.35,54.64,53.01
54.31,54.23,54.41,53.34
54.17,53.99,54.17,53.20
54.21,54.00,54.56,53.71
53.65,54.15,54.55,53.31
53.82,52.82,54.11,52.77
53.23,53.31,53.43,52.19
53.41,52.83,55.87,52.21
53.37,54.16,54.28,53.37
53.97,54.12,54.34,53.60
53.52,53.65,54.15,53.28
53.38,53.48,54.02,53.10
53.35,53.42,54.24,52.84
53.61,54.68,54.90,53.55
54.46,53.77,55.16,53.66
53.38,53.38,53.76,52.86
53.17,52.46,53.19,52.45
52.43,52.94,52.97,52.03
52.99,52.92,53.43,52.71
52.82,54.30,54.49,52.63
54.58,53.34,55.00,53.27
53.20,52.31,53.68,52.24
52.13,52.81,52.98,51.82
52.75,51.45,52.79,51.31
51.07,51.20,52.17,50.79
51.20,52.87,52.95,50.56
52.44,51.60,52.45,51.28
51.88,51.73,52.43,51.36
52.01,51.72,53.57,51.44
51.80,52.21,52.62,51.50
52.57,53.07,54.05,51.90
53.22,53.22,53.50,52.44
52.92,54.04,54.15,52.92
53.88,54.14,54.30,53.05
54.10,53.29,54.10,52.95
53.50,54.14,54.47,53.14
54.17,54.50,54.67,53.55
54.43,54.23,54.79,53.83
54.33,54.30,54.46,53.63
54.34,54.55,54.77,53.84
54.55,54.44,54.66,53.19
54.30,53.86,54.38,53.16
53.83,53.03,53.83,52.20
53.38,53.22,53.38,52.38
52.81,53.00,53.32,52.15
52.34,50.95,53.97,50.55
50.91,50.07,51.20,49.55
49.97,50.29,50.59,49.33
50.36,50.39,50.99,49.79
50.34,50.74,50.96,50.05
50.48,48.67,50.48,48.61
48.99,48.98,49.65,48.55
48.96,48.98,49.73,48.65
49.03,49.32,49.64,48.51
49.23,48.85,49.47,48.58
48.69,48.27,48.97,47.65
47.91,48.30,48.65,47.69
48.35,49.66,50.02,48.13
49.38,49.02,49.74,48.33
49.15,50.10,50.49,49.15
50.10,50.53,50.65,49.68
50.49,51.14,51.28,50.49
50.80,52.10,52.13,50.80
52.19,52.37,52.49,51.83
52.05,52.34,52.62,51.83
52.31,52.66,52.66,51.77
52.66,52.46,52.93,51.84
52.66,52.97,53.11,52.52
52.99,53.39,53.46,52.64
53.37,53.45,53.56,52.23
53.61,53.39,53.91,52.94
52.80,52.65,53.68,52.08
52.71,49.91,52.96,49.75
49.75,48.75,50.08,48.57
48.81,49.19,49.64,48.52
48.98,48.40,48.98,47.93
48.50,48.23,48.74,47.84
48.75,48.75,49.52,48.69
48.85,48.89,48.96,48.53
49.07,49.26,49.64,48.70
49.88,49.63,49.88,48.63
47.46,48.42,48.78,47.46
47.88,46.69,47.98,45.57
46.92,47.01,47.68,46.08
47.24,48.07,48.14,46.90
48.32,48.93,48.94,47.34
48.95,48.76,49.60,48.69
48.66,48.77,48.91,47.81
48.47,49.35,49.41,48.27
49.43,49.76,50.04,49.28
50.26,51.39,51.60,49.09
51.45,52.85,52.95,51.28
53.19,52.99,54.03,52.70
53.35,51.28,53.63,50.88
51.61,51.69,52.11,51.42
52.09,51.51,52.13,51.13
51.25,51.66,52.46,51.25
51.58,51.10,51.77,50.89
51.14,51.46,51.92,50.99
51.23,51.28,52.08,51.05
51.26,52.21,52.28,51.00
51.84,51.20,52.15,51.01
51.23,51.20,51.64,50.85
51.21,50.81,51.60,50.78
50.87,51.33,51.46,50.50
51.33,51.16,51.36,50.69
51.36,52.19,52.32,50.88
52.18,50.96,52.18,50.25
50.75,52.33,52.81,50.29
51.50,47.10,52.59,45.75
46.63,44.75,47.45,43.67
44.88,45.64,45.88,44.68
45.66,45.32,45.72,44.99
45.43,44.62,45.73,44.42
44.81,45.23,46.16,44.81
45.16,45.50,45.51,44.76
45.72,45.52,46.36,45.43
45.25,44.28,45.25,44.25
44.17,43.58,46.26,43.06
43.80,43.98,44.13,43.42
43.97,43.52,44.24,43.29
43.25,43.36,43.61,42.94
43.38,43.44,43.94,43.37
43.37,43.32,43.59,43.23
43.17,42.85,44.00,42.76
42.87,42.52,43.93,42.07
42.65,42.57,43.00,42.47
42.41,42.24,43.17,42.07
42.32,41.78,42.76,41.56
41.66,41.96,42.03,41.43
41.89,42.23,42.38,41.72
42.14,41.91,42.27,41.61
41.75,42.00,42.18,41.39
41.80,40.71,42.06,40.48
40.79,40.79,41.01,40.38
40.72,41.43,41.55,40.72
40.96,41.00,41.17,40.71
40.91,40.83,41.50,40.30
40.46,41.21,41.25,40.16
41.16,39.97,41.16,39.91
40.11,40.50,41.07,40.08
39.16,38.12,39.83,37.34
38.44,38.53,38.89,38.23
38.51,39.60,39.67,38.46
39.68,39.84,40.15,39.68
39.67,39.10,39.93,39.02
39.16,39.24,39.51,39.07
39.35,39.25,39.35,38.74
39.22,39.20,39.62,38.99
39.21,39.80,39.98,39.07
39.75,39.37,39.95,39.27
39.50,39.78,39.97,39.33
39.98,40.13,40.42,39.81
37.82,39.37,39.48,37.82
39.31,39.74,39.94,39.12
37.68,38.97,39.12,37.67
38.86,38.26,39.26,37.98
38.38,38.71,38.92,38.01
38.16,38.18,38.38,37.81
38.38,38.12,38.38,37.92
38.20,38.00,38.25,37.70
38.15,38.05,38.50,38.00
38.25,38.30,38.40,37.70
38.45,38.10,38.80,37.95
37.85,37.90,38.28,37.70
38.15,38.10,38.55,37.55
37.95,38.20,38.30,37.20
38.10,37.55,38.35,37.50
37.60,37.15,37.60,36.85
37.05,37.20,37.65,36.95
37.40,37.70,37.78,36.80
37.45,36.80,38.00,36.60
36.90,36.75,37.35,36.30
36.70,36.50,37.80,36.45
36.70,36.00,37.60,35.90
31.50,31.25,33.80,31.10
30.75,33.70,34.55,30.75
33.30,36.65,36.70,32.45
37.10,37.00,38.50,36.80
37.05,37.90,38.15,36.50
38.30,39.55,40.20,38.30
39.35,39.05,39.75,38.85
39.00,38.85,39.45,38.80
39.05,38.75,39.75,38.35
38.60,39.15,39.65,38.35
39.45,39.45,39.75,39.05
39.65,40.25,40.40,39.25
40.20,40.40,40.45,39.60
40.30,40.55,40.80,40.20
40.45,40.80,40.95,39.75
40.00,39.40,40.15,38.45
39.55,38.10,39.55,37.75
38.15,37.50,39.00,37.30
37.65,36.95,37.85,36.90
36.95,36.10,37.15,35.95
36.30,35.90,36.45,35.50
35.75,35.85,36.65,35.40
35.95,36.80,36.92,35.60
