FNCX,Function(x) Inc. - Common Stock,NASDAQ
2.60,2.59,2.65,2.58
2.55,2.40,2.55,2.23
2.37,2.76,3.15,2.37
2.75,2.84,3.08,2.75
2.90,2.80,2.90,2.34
2.90,2.53,2.90,2.53
2.53,2.21,2.53,2.19
2.23,2.20,2.29,2.09
2.23,2.34,2.49,2.13
2.20,2.35,2.38,2.15
2.19,2.17,2.47,2.10
2.18,2.12,2.23,2.10
2.20,2.13,2.23,2.13
2.15,2.27,2.31,2.15
2.31,2.57,2.78,2.22
2.86,3.05,3.10,2.58
2.97,2.50,3.18,2.37
2.53,2.41,2.94,2.37
2.40,2.59,2.59,2.27
2.57,2.41,2.66,2.40
2.43,2.30,2.43,2.27
2.28,2.29,2.38,2.25
2.27,2.25,2.28,2.09
2.24,2.34,2.56,2.10
2.27,2.44,2.60,2.16
2.30,2.24,2.50,2.22
2.38,2.25,2.38,2.25
