ACUR,Acura Pharmaceuticals,NASDAQ
10.15,10.45,10.50,10.10
10.20,10.10,10.40,10.10
10.15,10.15,10.32,10.00
10.35,10.00,10.35,10.00
10.05,9.70,10.15,9.50
9.60,9.40,9.65,9.25
11.75,11.10,12.95,10.78
11.15,10.20,11.30,9.80
10.25,9.95,10.25,9.85
10.15,9.65,10.15,9.40
9.55,9.55,9.70,9.40
9.55,9.45,9.68,9.40
9.55,9.25,9.60,9.06
9.35,9.35,9.40,9.10
9.40,9.30,9.40,9.15
9.80,9.90,10.45,9.25
10.00,10.05,10.30,9.75
10.20,9.95,10.20,9.81
9.85,9.95,10.00,9.80
9.95,9.70,9.95,9.60
9.75,10.00,10.00,9.60
10.10,9.80,10.10,9.70
9.90,9.65,9.95,9.60
9.60,9.50,9.70,9.50
9.50,9.70,9.90,9.40
9.70,9.70,10.00,9.65
9.80,10.00,10.45,9.70
10.10,10.20,10.50,10.00
9.95,9.90,10.15,9.50
9.30,9.25,9.65,9.15
9.25,9.35,9.35,9.15
9.40,9.25,9.45,9.20
9.25,8.85,9.25,8.75
8.90,8.90,9.05,8.85
8.90,8.85,9.00,8.80
8.85,8.95,9.10,8.85
9.00,8.75,9.00,8.75
9.50,8.95,9.60,8.95
9.00,8.80,9.00,8.75
8.85,8.90,9.00,8.75
8.85,8.70,9.05,8.60
8.75,8.80,8.90,8.64
8.85,8.60,8.85,8.60
8.60,8.80,8.80,8.60
8.60,9.05,9.20,8.60
9.00,9.35,9.70,9.00
7.10,7.50,7.85,6.75
7.60,7.50,7.90,7.50
7.55,7.50,7.65,7.50
7.50,7.30,7.65,7.30
7.50,7.60,7.65,7.40
7.65,7.60,7.78,7.50
7.55,7.50,7.55,7.40
7.45,7.45,7.60,7.40
7.50,7.75,7.80,7.50
7.85,7.60,8.35,7.60
7.55,7.50,7.75,7.50
7.55,7.45,7.60,7.45
7.50,7.45,7.58,7.45
7.45,7.45,7.65,7.30
7.45,7.45,7.50,7.35
7.40,7.55,7.55,7.40
8.40,7.90,9.10,7.85
7.95,7.00,8.10,6.80
7.20,7.45,7.50,7.20
7.75,9.50,10.40,7.75
9.75,9.05,9.90,9.05
9.05,8.55,9.45,8.20
8.60,8.90,8.95,8.30
9.00,9.50,9.65,8.80
9.30,9.40,9.75,9.05
9.30,9.10,9.38,9.00
9.10,8.60,9.15,8.50
8.65,8.55,8.85,8.55
8.30,8.85,9.10,8.30
8.95,8.65,9.10,8.40
8.65,8.45,8.65,8.40
10.95,9.40,11.15,9.10
9.40,9.10,9.40,8.85
9.20,8.85,9.25,8.55
8.85,8.50,8.85,8.50
8.50,8.75,9.00,8.50
8.75,8.88,8.95,8.65
8.95,8.75,9.00,8.70
8.70,8.55,8.85,8.45
8.60,8.65,8.80,8.55
8.65,8.65,8.70,8.55
8.75,8.60,8.85,8.55
8.60,8.65,8.75,8.55
8.70,8.65,8.80,8.50
8.75,8.60,8.75,8.55
8.70,8.70,8.80,8.60
8.70,8.50,8.70,8.50
8.55,8.60,8.80,8.50
8.65,8.65,9.30,8.65
9.40,8.72,9.40,8.65
8.65,8.30,8.75,8.25
8.20,7.90,8.43,7.90
8.00,8.05,8.10,7.95
8.00,8.55,8.65,8.00
8.55,8.40,8.55,8.10
8.45,8.30,8.50,8.25
8.20,8.15,8.40,8.15
8.00,8.50,8.50,8.00
8.50,8.25,8.60,8.15
8.20,8.20,8.45,8.10
8.20,8.20,8.35,8.10
8.15,8.10,8.25,8.10
8.20,8.15,8.30,8.15
8.30,8.35,8.55,8.15
8.40,8.55,8.75,8.35
8.40,8.50,8.70,8.40
8.50,8.60,8.75,8.40
8.50,8.40,8.74,8.40
8.50,8.65,8.85,8.50
8.70,8.60,8.75,8.50
8.60,8.50,8.70,8.50
8.60,8.45,8.75,8.30
8.80,8.40,9.25,8.30
8.50,8.35,8.50,8.05
8.40,8.10,8.40,8.00
8.00,7.75,8.05,7.75
7.85,7.55,7.85,7.50
7.80,7.70,7.95,7.60
7.75,7.70,7.85,7.55
7.60,7.85,7.90,7.60
7.85,7.80,7.90,7.75
7.85,7.95,8.00,7.70
7.95,8.40,8.45,7.94
8.30,8.50,8.55,8.30
8.60,8.55,8.65,8.35
8.45,8.40,8.70,8.35
8.35,8.30,8.55,8.25
8.50,8.35,8.55,8.20
8.20,8.40,8.40,8.20
8.40,8.35,8.45,8.15
8.30,8.64,8.64,8.10
8.60,8.75,8.75,8.30
8.75,8.70,8.80,8.60
8.80,8.80,8.85,8.74
8.90,8.65,8.95,8.60
8.55,8.45,8.75,8.40
8.55,8.85,8.85,8.55
8.95,8.95,9.40,8.85
9.00,9.10,9.10,8.80
9.15,8.90,9.15,8.87
8.90,9.05,9.05,8.90
9.05,8.95,9.55,8.95
8.90,8.85,9.20,8.80
8.75,8.50,8.85,8.30
8.45,8.25,8.45,8.10
8.30,8.40,8.50,8.15
8.20,8.45,8.55,8.20
8.55,8.40,8.55,8.39
8.30,8.50,8.50,8.30
8.50,8.20,8.50,8.15
8.25,8.20,8.25,8.05
8.15,8.00,8.20,8.00
8.00,7.95,8.10,7.95
8.15,8.55,8.55,8.00
8.50,8.35,8.60,8.30
8.35,8.25,8.40,8.20
8.25,8.35,8.40,8.25
8.35,8.80,8.85,8.35
8.75,9.25,9.65,8.55
9.40,9.45,10.25,9.35
9.75,9.50,9.80,9.10
9.60,9.40,9.60,9.30
9.40,9.55,9.75,9.25
9.65,9.65,10.00,9.50
9.75,9.45,9.90,9.45
9.50,9.70,10.00,9.35
9.80,10.15,10.60,9.60
10.45,9.90,10.45,9.85
10.15,9.85,10.50,9.65
9.50,9.10,9.60,8.60
9.25,8.80,9.25,8.50
8.65,8.60,8.95,8.50
8.75,8.65,8.75,8.45
8.55,8.35,8.55,8.35
8.45,8.40,8.55,8.35
8.50,9.05,9.40,8.15
9.05,8.80,9.40,8.55
8.75,8.50,8.76,8.45
8.65,9.00,9.05,8.60
8.95,8.90,8.95,8.61
8.90,8.80,9.00,8.75
8.85,8.55,8.90,8.55
8.60,8.25,8.60,8.25
8.30,7.80,8.45,7.50
7.80,7.98,8.25,7.80
8.15,7.65,8.15,7.60
7.70,7.45,7.70,7.30
7.55,7.50,7.65,7.45
7.50,7.30,7.50,7.20
7.30,7.35,7.50,7.10
7.50,7.50,7.58,7.30
7.50,7.25,7.75,7.20
7.25,7.10,7.40,7.07
7.00,6.45,7.25,6.45
6.55,6.60,6.90,6.50
6.70,6.85,6.90,6.70
6.75,6.60,6.75,6.60
6.60,6.45,6.65,5.85
6.50,6.40,6.75,6.40
6.50,6.50,6.70,6.00
6.30,6.40,6.50,6.30
6.40,6.48,6.65,6.25
6.50,6.70,6.80,6.45
6.80,6.65,7.00,6.50
6.65,6.85,6.95,6.65
7.00,7.05,7.15,6.80
7.20,6.90,7.25,6.85
6.90,6.60,6.90,6.50
6.60,6.60,7.00,6.55
6.57,6.90,7.00,6.55
6.90,6.80,7.00,6.80
6.80,6.80,6.90,6.70
6.55,6.55,6.70,6.55
6.50,6.50,6.75,6.45
6.50,6.40,6.60,6.35
6.40,6.15,6.50,6.10
6.10,6.15,6.45,6.10
6.15,6.20,6.39,6.15
6.32,6.10,6.32,6.06
6.10,5.95,6.25,5.90
5.85,5.65,5.95,5.40
5.75,6.10,6.15,5.75
5.90,6.10,6.29,5.90
6.10,6.05,6.20,6.00
6.00,6.00,6.15,6.00
6.00,6.20,6.30,6.00
6.25,6.15,6.30,6.10
6.15,6.30,6.30,6.15
5.00,5.60,5.60,5.00
5.70,5.45,5.75,5.40
5.40,5.30,5.50,5.30
5.30,5.30,5.55,5.10
5.20,5.35,5.40,5.05
5.35,5.25,5.40,5.10
5.15,5.15,5.35,5.15
5.10,5.20,5.35,5.10
5.10,4.95,5.30,4.90
4.90,5.05,5.10,4.90
5.05,5.15,5.15,5.00
5.05,5.00,5.20,5.00
5.07,5.20,5.20,5.05
5.25,5.20,5.25,5.15
5.15,5.45,5.60,5.15
5.50,5.70,5.90,5.45
5.75,5.25,5.75,5.25
5.25,5.35,5.60,5.25
5.40,5.55,5.65,5.15
5.60,5.50,5.75,5.41
5.40,5.30,5.70,5.30
5.25,5.40,5.50,5.25
5.45,5.45,5.45,5.35
5.25,5.45,5.60,5.25
5.60,5.40,5.65,5.25
5.60,5.45,5.60,5.40
5.40,5.50,5.65,5.40
5.65,5.55,5.65,5.46
5.45,5.45,5.65,5.30
5.45,5.40,5.45,5.25
5.25,5.44,5.45,5.25
5.35,5.30,5.40,5.30
5.40,5.45,5.45,5.30
5.25,5.30,5.48,5.25
5.35,5.25,5.36,5.25
5.15,5.15,5.50,5.15
5.20,5.25,5.40,5.18
5.25,5.15,5.35,5.15
5.10,5.05,5.20,5.05
5.05,5.15,5.40,5.05
5.25,5.30,5.40,5.15
5.20,5.30,5.45,5.20
5.20,5.25,5.40,5.10
5.15,5.05,5.40,5.05
5.00,5.20,5.30,5.00
5.20,5.20,5.22,5.10
5.15,5.15,5.20,5.05
5.20,5.10,5.20,5.05
5.10,4.61,5.10,4.50
4.50,4.30,4.56,4.06
4.30,4.45,4.48,4.15
4.43,4.50,4.50,4.40
4.45,4.48,4.50,4.25
4.50,4.45,4.50,4.40
4.50,4.45,4.50,4.20
4.40,4.32,4.40,4.18
4.45,4.45,4.50,4.30
4.50,4.45,4.60,4.30
4.30,4.40,4.50,4.30
4.40,4.45,4.50,4.40
4.60,4.51,4.66,4.50
4.41,4.55,4.60,4.33
4.65,4.60,4.68,4.50
4.50,4.60,4.69,4.45
4.80,4.69,5.00,4.62
4.75,4.89,4.90,4.70
4.90,4.90,4.95,4.81
4.95,4.81,4.95,4.65
4.85,4.75,4.88,4.66
4.75,4.65,4.85,4.56
4.68,4.64,4.70,4.55
4.70,4.45,4.70,4.25
4.45,4.40,4.56,4.25
4.30,4.30,4.45,4.25
4.40,4.44,4.45,4.40
4.40,4.30,4.50,4.25
4.20,4.25,4.45,4.20
4.20,4.15,4.25,4.05
4.20,4.10,4.30,4.10
4.20,3.95,4.20,3.89
3.80,4.05,4.05,3.55
4.05,4.10,4.15,3.70
3.90,3.65,4.05,3.60
3.50,3.60,3.75,3.50
3.40,3.50,3.75,3.40
3.40,3.55,3.65,3.40
3.75,3.95,3.95,3.60
3.96,3.92,4.00,3.85
3.90,3.87,3.90,3.80
3.80,3.50,3.80,3.50
3.85,3.50,3.85,3.50
3.53,3.45,3.70,3.40
3.05,2.97,3.40,2.95
3.00,3.12,3.17,2.95
2.95,3.20,3.50,2.95
3.60,3.02,3.60,2.97
3.05,3.14,3.48,3.02
3.25,3.05,3.25,2.95
3.15,2.99,3.15,2.95
2.90,2.88,3.00,2.88
2.95,2.90,3.00,2.90
2.90,2.90,3.00,2.85
3.00,2.95,3.05,2.85
2.95,2.92,3.00,2.92
3.00,2.93,3.00,2.92
3.00,2.95,3.00,2.90
3.00,2.95,3.00,2.90
3.00,3.12,3.25,2.90
3.25,3.10,3.30,3.10
3.25,3.15,3.30,3.15
3.10,3.02,3.15,2.98
3.05,3.05,3.05,2.95
3.25,2.95,3.25,2.95
2.95,2.88,3.00,2.82
3.00,2.88,3.00,2.88
2.90,2.90,3.00,2.89
2.95,2.85,3.00,2.85
2.75,2.81,2.92,2.75
2.76,2.96,3.00,2.75
2.98,2.80,2.98,2.75
2.75,2.58,2.80,2.55
2.55,2.68,2.70,2.50
2.55,2.60,3.00,2.55
2.70,2.65,2.95,2.65
2.50,2.80,2.80,2.50
2.83,2.84,2.90,2.55
2.80,2.70,2.90,2.65
2.65,2.60,2.80,2.60
2.75,2.52,2.75,2.50
2.60,2.60,2.60,2.31
2.65,2.25,2.65,2.20
2.10,2.15,2.35,2.05
2.20,2.15,2.25,2.10
2.20,2.30,2.35,2.20
2.35,2.25,2.35,2.05
2.30,2.64,2.70,2.25
2.75,2.70,2.75,2.40
2.70,2.50,2.70,2.50
2.45,2.60,2.70,2.35
2.60,2.35,2.60,2.15
2.25,2.40,2.55,2.15
2.35,2.40,2.40,2.25
2.35,2.35,2.55,2.15
2.35,2.36,2.50,2.17
2.35,2.45,2.50,2.30
2.45,2.45,2.45,2.37
2.45,2.50,2.65,2.42
2.50,2.60,2.60,2.45
2.45,2.46,2.70,2.35
2.40,2.36,2.50,2.36
2.20,2.28,2.60,2.20
2.30,2.25,2.50,2.25
2.29,2.50,2.65,2.26
2.65,2.90,2.90,2.37
2.84,2.84,2.84,2.65
2.84,2.84,2.84,2.45
3.10,3.00,3.35,2.94
2.91,3.30,3.48,2.91
3.40,3.10,3.40,3.00
3.20,3.10,3.30,3.10
3.15,3.10,3.25,3.00
3.01,3.00,3.10,2.91
2.90,2.86,3.00,2.85
3.05,2.90,3.15,2.85
2.90,2.90,3.00,2.85
3.00,2.90,3.00,2.85
2.80,2.75,3.00,2.60
2.60,2.50,3.00,2.50
2.60,2.80,2.80,2.55
2.95,2.70,2.95,2.60
2.64,2.62,2.80,2.60
2.70,2.75,2.75,2.65
2.60,2.65,2.75,2.35
2.50,2.60,2.65,2.46
2.60,2.55,2.60,2.45
2.60,2.50,2.60,2.40
2.55,2.70,2.70,2.50
2.75,2.60,2.75,2.50
2.60,2.70,2.75,2.60
2.65,2.55,2.75,2.40
2.70,2.70,2.70,2.55
2.70,2.75,2.75,2.65
2.50,2.85,2.90,2.49
2.85,3.15,3.15,2.85
3.10,3.16,3.25,3.05
3.20,3.15,3.25,3.12
3.00,3.30,3.43,3.00
3.20,3.14,3.25,3.05
3.24,3.30,3.30,3.00
3.29,3.80,3.80,3.25
4.25,4.25,5.75,4.06
4.35,4.40,4.95,4.35
4.10,4.10,4.35,3.80
3.95,3.70,4.10,3.50
3.70,3.90,3.95,3.70
4.00,3.75,4.00,3.70
3.78,3.70,3.85,3.45
3.65,3.50,3.65,3.45
3.40,3.12,3.40,3.10
3.40,3.65,3.85,3.40
3.62,3.30,3.90,3.25
3.40,3.55,3.80,3.35
3.60,3.70,3.70,3.50
3.63,3.55,3.70,3.50
3.60,3.50,3.60,3.50
3.40,3.45,3.60,3.40
3.60,3.40,3.75,3.40
3.45,3.50,3.60,3.45
3.65,3.65,3.70,3.50
3.75,3.84,3.85,3.55
3.85,3.75,3.85,3.75
3.80,3.95,4.20,3.80
3.90,3.95,4.15,3.85
4.10,4.05,4.25,3.94
4.10,4.70,4.80,4.00
4.64,4.46,4.95,4.25
4.80,4.30,4.80,4.25
4.21,3.95,4.30,3.80
3.95,4.15,4.20,3.95
4.30,4.44,4.44,4.25
4.35,4.16,4.40,4.01
4.15,4.25,4.30,4.03
4.15,4.05,4.24,4.01
4.10,4.00,4.10,4.00
3.95,3.98,4.00,3.80
4.05,3.95,4.15,3.76
4.00,3.90,4.05,3.80
3.95,3.75,3.95,3.75
3.88,3.80,3.88,3.70
3.70,3.75,3.90,3.70
3.80,3.80,3.95,3.78
3.80,3.80,3.90,3.80
3.80,3.81,3.90,3.80
3.90,3.85,3.95,3.80
3.80,3.90,4.00,3.80
4.05,3.95,4.10,3.85
3.90,4.05,4.15,3.90
4.00,3.99,4.15,3.90
3.95,3.82,4.03,3.80
3.94,3.94,3.94,3.80
4.00,3.94,4.00,3.80
3.90,4.11,4.24,3.90
4.11,4.03,4.17,3.86
4.03,3.86,4.03,3.86
4.05,3.98,4.05,3.86
4.15,4.04,4.15,3.95
4.06,3.90,4.06,3.90
4.04,4.04,4.05,3.90
4.04,3.97,4.05,3.91
3.92,3.95,4.05,3.85
3.95,3.87,3.95,3.75
3.85,3.69,3.90,3.69
3.70,3.80,4.00,3.70
3.95,3.80,3.95,3.77
3.80,3.81,3.95,3.80
3.82,4.00,4.00,3.82
3.95,4.00,4.04,3.95
4.00,3.95,4.04,3.95
3.90,3.90,3.90,3.70
3.95,3.95,4.00,3.80
3.95,4.15,4.20,3.95
4.25,4.40,4.60,4.16
4.44,4.39,4.65,4.25
4.45,4.36,4.52,4.00
4.45,4.15,4.60,4.15
5.25,5.15,6.75,5.05
5.25,4.95,5.35,4.90
5.15,4.95,5.15,4.93
4.95,4.65,5.15,4.27
4.65,4.65,4.80,4.65
4.65,4.69,4.75,4.65
4.75,5.00,5.00,4.46
5.00,4.85,5.00,4.76
4.75,4.55,4.85,4.55
4.60,4.70,4.85,4.54
4.78,4.94,4.95,4.75
4.80,4.46,4.80,4.46
4.40,4.35,4.50,4.20
4.42,4.35,4.50,4.35
4.36,4.35,4.50,4.22
4.35,4.30,4.35,4.20
4.34,4.45,4.50,4.25
4.50,4.60,4.72,4.44
4.70,4.36,4.70,4.36
4.40,4.60,4.60,4.30
4.52,4.55,4.60,4.45
4.55,4.70,4.70,4.38
4.62,4.70,4.75,4.62
4.61,4.30,4.65,4.30
4.40,4.20,4.40,4.20
4.29,4.25,4.30,4.18
4.18,4.10,4.34,4.10
4.00,4.00,4.10,3.90
3.97,3.89,4.10,3.70
3.81,3.70,4.04,3.56
3.80,4.00,4.15,3.65
4.10,3.85,4.15,3.75
3.85,3.92,4.09,3.80
3.90,3.80,4.00,3.75
3.79,3.50,3.85,3.30
3.45,3.06,3.50,2.90
3.05,3.00,3.15,2.81
3.02,3.10,3.15,3.02
3.17,3.35,3.35,3.05
3.35,3.30,3.35,3.20
3.30,3.25,3.35,2.96
3.00,3.22,3.25,3.00
3.25,3.30,3.35,3.06
3.35,3.10,3.35,2.95
3.08,3.03,3.25,2.85
3.08,3.11,3.25,3.00
3.09,3.15,3.24,3.05
3.11,3.09,3.25,2.90
2.91,2.90,3.11,2.85
2.85,2.60,2.90,2.47
2.61,2.55,2.80,2.50
2.68,2.74,2.85,2.51
2.89,2.83,3.07,2.49
2.97,3.05,3.05,2.83
2.93,2.97,3.04,2.80
2.93,2.85,2.93,2.76
2.95,2.87,2.95,2.75
2.91,2.87,2.91,2.76
2.95,3.00,3.04,2.78
3.00,2.97,3.05,2.86
2.99,3.24,3.25,2.97
3.15,3.13,3.29,3.03
3.12,2.95,3.17,2.90
2.88,2.90,2.94,2.82
3.05,2.86,3.08,2.84
2.90,2.87,3.05,2.82
2.83,2.78,2.94,2.78
2.79,2.68,2.86,2.63
2.66,2.62,2.67,2.60
2.65,2.71,2.71,2.62
2.72,2.61,2.75,2.60
2.64,2.64,2.74,2.60
2.63,2.36,2.63,2.35
2.32,2.44,2.62,2.32
2.43,2.35,2.43,2.27
2.41,2.27,2.44,2.21
2.11,2.41,2.41,2.11
2.35,2.36,2.41,2.30
2.31,2.35,2.37,2.31
2.50,2.51,2.60,2.36
2.59,2.51,2.59,2.43
2.36,2.65,2.67,2.36
2.72,2.68,2.82,2.57
2.71,2.75,2.81,2.71
2.83,2.78,2.84,2.75
2.71,2.75,2.84,2.71
2.65,2.80,2.80,2.65
2.70,2.67,2.85,2.67
2.67,2.63,2.78,2.63
2.61,2.58,2.62,2.56
2.56,2.55,2.61,2.54
2.60,2.75,2.77,2.57
2.76,2.61,2.84,2.58
2.61,2.62,2.71,2.61
2.65,2.60,2.78,2.59
2.62,2.59,2.71,2.57
2.60,2.46,2.64,2.46
2.37,2.64,2.66,2.37
2.65,2.56,2.66,2.54
2.62,2.67,2.70,2.55
2.65,2.63,2.69,2.55
2.68,2.69,2.74,2.65
2.73,2.65,2.75,2.64
2.75,2.70,2.75,2.67
2.73,2.61,2.73,2.60
2.70,2.60,2.73,2.55
2.57,2.57,2.61,2.55
2.55,2.44,2.55,2.42
2.44,2.37,2.44,2.37
2.40,2.55,2.60,2.37
2.43,2.46,2.47,2.41
2.46,2.42,2.46,2.35
2.42,2.45,2.50,2.41
2.49,2.37,2.50,2.29
2.33,2.35,2.40,2.32
2.36,2.45,2.52,2.36
2.51,2.53,2.65,2.49
2.64,2.51,2.67,2.50
2.58,2.55,2.60,2.49
2.59,2.39,2.62,2.39
2.40,2.29,2.43,2.29
2.25,2.11,2.25,2.07
2.04,2.04,2.12,2.01
1.99,1.95,2.09,1.85
1.94,2.01,2.10,1.83
1.97,1.95,2.05,1.95
2.03,1.86,2.03,1.80
1.81,1.76,1.84,1.70
1.71,1.69,1.72,1.62
1.68,2.00,2.04,1.68
2.02,2.36,2.36,1.99
2.36,2.28,2.36,2.19
2.30,2.12,2.30,2.06
2.14,2.13,2.18,2.05
2.17,2.11,2.17,2.07
2.14,2.30,2.33,2.12
2.30,2.58,2.67,2.29
2.66,2.49,2.66,2.43
2.46,2.50,2.53,2.37
2.52,2.27,2.55,2.23
2.31,2.47,2.57,2.31
2.45,2.43,2.48,2.35
2.35,2.13,2.35,2.12
2.15,2.06,2.20,1.97
2.08,1.97,2.21,1.97
2.05,2.04,2.07,2.00
2.08,2.07,2.10,2.00
2.04,2.01,2.04,1.99
1.83,1.88,2.00,1.78
1.88,1.76,1.88,1.72
1.71,1.69,1.76,1.61
1.88,1.82,1.91,1.64
1.89,1.90,1.92,1.88
1.90,1.97,2.08,1.90
1.86,1.98,2.07,1.85
1.88,1.89,1.95,1.88
1.89,1.88,1.90,1.84
1.90,1.85,1.96,1.85
1.91,1.84,1.91,1.84
2.03,2.06,2.16,1.85
2.15,2.04,2.15,1.95
2.15,2.05,2.19,2.05
1.99,2.05,2.05,1.96
1.86,2.04,2.14,1.86
2.08,2.23,2.23,2.05
2.02,2.12,2.18,2.01
2.08,2.16,2.18,2.00
2.22,2.17,2.23,2.15
2.25,2.12,2.25,2.05
2.22,2.16,2.28,2.00
2.27,2.19,2.31,2.10
2.33,2.13,2.33,2.07
2.05,2.14,2.26,2.05
2.11,2.11,2.15,2.11
2.15,2.06,2.17,2.05
2.19,2.11,2.19,2.05
2.08,2.08,2.10,2.02
2.17,2.16,2.19,2.13
2.30,2.07,2.30,2.06
2.06,2.10,2.18,2.06
2.17,2.08,2.18,2.07
2.12,2.08,2.16,2.08
2.10,2.09,2.18,2.07
2.12,2.09,2.16,2.09
2.12,2.09,2.14,2.09
2.08,2.05,2.14,2.05
2.08,2.11,2.14,2.08
2.10,2.10,2.12,2.08
2.08,2.12,2.15,2.08
2.12,2.11,2.15,2.11
2.10,2.12,2.14,2.08
2.09,2.15,2.15,2.08
2.16,2.25,2.29,2.12
2.25,2.41,2.44,2.20
2.42,2.41,2.46,2.36
2.38,2.50,2.50,2.38
2.50,2.53,2.55,2.45
2.53,2.55,2.59,2.51
2.57,2.70,2.76,2.55
2.73,2.83,2.83,2.66
2.84,2.83,2.89,2.80
2.85,2.85,2.85,2.83
2.85,2.83,2.85,2.83
2.85,2.80,2.85,2.75
2.80,2.85,2.85,2.80
2.85,2.82,2.86,2.80
2.80,2.78,2.81,2.75
2.76,2.75,2.80,2.75
3.03,2.96,3.10,2.82
3.04,3.06,3.39,2.92
3.15,3.25,3.30,3.06
3.30,3.43,3.49,3.23
3.48,3.43,3.52,3.40
3.44,3.44,3.45,3.31
3.41,3.37,3.45,3.35
3.33,3.31,3.44,3.26
3.33,3.38,3.41,3.25
3.35,3.38,3.42,3.25
3.40,3.30,3.41,3.25
3.30,3.26,3.39,3.21
3.25,3.28,3.39,3.15
3.28,3.18,3.34,3.16
3.16,2.93,3.16,2.51
2.90,2.69,2.90,2.64
2.66,2.53,2.66,2.52
2.50,2.51,2.78,2.50
2.54,2.64,2.67,2.54
2.65,2.66,2.68,2.63
2.66,2.70,2.72,2.56
2.68,2.58,2.68,2.55
2.60,2.46,2.60,2.45
2.48,2.46,2.63,2.41
2.45,2.44,2.64,2.33
2.39,2.39,2.54,2.37
2.36,2.41,2.47,2.34
2.40,2.35,2.43,2.31
2.35,2.52,2.61,2.35
2.50,2.55,2.55,2.40
2.54,2.54,2.65,2.44
2.46,2.53,2.53,2.46
2.48,2.43,2.56,2.43
2.45,2.52,2.55,2.45
2.56,2.51,2.56,2.35
2.49,2.41,2.49,2.41
2.41,2.54,2.55,2.41
2.56,2.43,2.56,2.41
2.44,2.44,2.48,2.34
2.46,2.47,2.56,2.39
3.28,2.38,3.28,2.21
2.45,2.12,2.45,1.91
2.10,2.04,2.10,1.96
2.02,1.91,2.05,1.77
1.90,1.96,1.99,1.82
1.93,1.96,1.99,1.88
1.94,1.89,1.96,1.79
1.87,1.88,1.96,1.87
1.89,1.90,1.96,1.89
1.91,1.88,1.91,1.87
1.90,1.87,1.96,1.87
1.71,1.87,1.93,1.71
1.81,1.78,1.86,1.75
1.82,1.80,1.82,1.79
1.81,1.84,1.86,1.73
1.88,1.85,1.88,1.76
1.90,1.80,1.90,1.78
1.81,1.86,1.86,1.81
1.76,1.81,1.83,1.76
1.77,1.79,1.85,1.75
1.78,1.83,1.88,1.78
1.90,1.85,1.94,1.85
1.87,2.01,2.03,1.87
2.00,1.93,2.01,1.81
2.00,1.99,2.02,1.98
2.00,2.09,2.09,1.96
2.10,2.12,2.12,2.03
2.10,2.18,2.18,1.97
2.10,2.11,2.17,2.05
2.09,2.06,2.09,1.99
2.00,1.97,2.02,1.93
1.93,1.89,1.96,1.87
1.88,1.92,1.92,1.65
1.90,1.97,1.97,1.85
1.95,1.91,1.96,1.88
1.90,1.94,1.95,1.80
1.90,1.91,1.98,1.88
1.82,1.84,1.94,1.82
1.80,1.88,1.90,1.80
1.88,1.86,1.89,1.85
1.90,1.85,1.90,1.85
1.85,1.90,1.90,1.85
1.85,1.88,1.93,1.84
1.85,1.82,1.89,1.82
1.83,1.77,1.97,1.72
1.80,1.76,1.80,1.72
1.74,1.74,1.76,1.71
1.74,1.72,1.74,1.72
1.71,1.72,1.73,1.70
1.74,1.74,1.77,1.72
1.77,1.77,1.77,1.76
1.78,1.72,1.78,1.70
1.74,1.67,1.74,1.56
1.76,1.71,1.76,1.71
1.72,1.71,1.72,1.70
1.69,1.64,1.69,1.57
1.67,1.64,1.68,1.58
1.61,1.59,1.67,1.59
1.58,1.60,1.62,1.58
1.57,1.61,1.62,1.57
1.60,1.68,1.68,1.60
1.68,1.72,1.79,1.63
1.70,1.60,1.79,1.59
1.61,1.66,1.68,1.61
1.74,1.71,1.74,1.66
1.68,1.59,1.68,1.59
1.57,1.54,1.63,1.40
1.52,1.47,1.60,1.45
1.46,1.59,1.63,1.42
1.61,1.62,1.63,1.56
1.60,1.58,1.60,1.52
1.56,1.54,1.60,1.53
1.53,1.59,1.60,1.52
1.57,1.67,1.80,1.57
1.67,1.66,1.87,1.46
1.66,1.61,1.70,1.51
1.60,1.61,1.61,1.57
1.60,1.68,1.74,1.56
1.66,1.60,1.68,1.59
1.59,1.60,1.68,1.56
1.58,1.54,1.65,1.51
1.54,1.51,1.56,1.50
1.50,1.49,1.54,1.45
1.49,1.52,1.52,1.47
1.54,1.55,1.60,1.48
1.54,1.44,1.55,1.44
1.46,1.48,1.48,1.43
1.52,1.39,1.52,1.39
1.37,1.33,1.44,1.32
1.31,1.25,1.34,1.20
1.26,1.18,1.29,1.16
1.27,1.19,1.27,1.17
1.17,1.14,1.19,1.04
1.12,1.17,1.20,1.12
1.17,1.18,1.18,1.17
1.18,1.16,1.18,1.14
1.16,1.10,1.17,1.07
1.10,1.12,1.15,1.06
1.11,1.13,1.16,1.09
1.21,1.05,1.21,1.02
1.08,1.01,1.08,1.00
1.01,1.02,1.04,1.01
1.03,0.99,1.03,0.98
0.97,1.01,1.02,0.95
1.01,0.97,1.04,0.96
0.96,0.92,1.00,0.91
0.91,0.92,1.03,0.86
0.86,0.94,0.94,0.86
0.96,1.02,1.04,0.93
0.99,1.00,1.12,0.95
1.05,1.03,1.06,1.01
1.06,1.02,1.09,1.02
1.03,1.03,1.06,1.00
1.02,1.01,1.03,0.94
1.00,1.02,1.03,0.93
1.05,1.00,1.05,0.99
1.05,0.99,1.05,0.93
1.00,0.95,1.00,0.94
0.96,0.99,0.99,0.95
1.01,0.98,1.01,0.98
0.96,0.99,1.00,0.93
0.94,0.92,0.96,0.90
0.91,0.91,0.91,0.85
0.91,0.89,0.94,0.89
0.89,0.91,0.94,0.89
0.94,0.93,1.01,0.91
